"d1","d2","d3","d4","d5","d6","d7","d8","d9","d19","d11","d12","d13","d14","d15","d16","d17","d18","d19.1","d20","d21","d22","class"
2,33,50566,2987,204,3800,440,198,9.2,9.2,244,2065,4748,1901,1875,3200,705,430,2500,150,75,463,9
1,33,46612,3498,258,5900,340,199,9.5,11.9,284,2105,4993,1901,1875,3200,665,730,2000,150,75,236,9
1,33,47374,3498,258,5900,340,199,9.5,11.9,284,2100,4993,1901,1875,3200,670,330,2000,150,75,236,9
1,33,52288,3498,258,5900,340,199,9.5,11.9,284,2130,4993,1901,1875,3200,640,730,2000,150,75,236,9
2,33,36961,2148,115,3800,290,160,17.6,8.2,218,2065,4993,1901,1875,3200,705,730,2000,150,75,339,9
2,33,38334,2148,115,3800,290,158,17.3,8.7,231,2065,4993,1901,1875,3200,705,730,2500,150,75,339,9
2,33,37771,2148,115,3800,290,160,17.6,8.2,218,2060,4993,1901,1875,3200,710,330,2000,150,75,339,9
2,33,39912,2148,115,3800,290,158,17.3,8.7,231,2060,4993,1901,1875,3200,710,330,2500,150,75,339,9
2,33,42009,2148,115,3800,290,160,17.6,8.2,218,2090,4993,1901,1875,3200,680,730,2000,150,75,339,9
2,33,44010,2148,115,3800,290,158,17.3,8.7,231,2090,4993,1901,1875,3200,680,730,2500,150,75,339,9
2,33,39794,2148,115,3800,290,156,19.7,10.2,270,2145,4993,1901,1875,3200,625,730,2500,150,75,339,9
2,33,43542,2148,115,3800,290,156,19.7,10.2,270,2140,4993,1901,1875,3200,630,330,2500,150,75,339,9
2,33,45470,2148,115,3800,290,156,19.7,10.2,270,2170,4993,1901,1875,3200,600,730,2500,150,75,339,9
2,33,38568,2148,150,3800,330,180,14.9,8.2,218,2065,4993,1901,1875,3200,705,730,2500,150,75,339,9
2,33,39904,2148,150,3800,330,179,13,8.7,231,2065,4993,1901,1875,3200,705,730,2500,150,75,339,9
2,33,39365,2148,150,3800,330,180,14.9,8.2,218,2060,4993,1901,1875,3200,710,330,2500,150,75,339,9
2,33,41506,2148,150,3800,330,179,13,8.7,231,2060,4993,1901,1875,3200,710,330,2500,150,75,339,9
2,33,47611,2148,150,3800,330,180,14.9,8.2,218,2090,4993,1901,1875,3200,680,730,2500,150,75,339,9
2,33,51241,2148,150,3800,330,179,13,8.7,231,2090,4993,1901,1875,3200,680,730,2500,150,75,339,9
2,33,41364,2148,150,3800,330,175,14.1,10.2,270,2145,4993,1901,1875,3200,625,730,2500,150,75,339,9
2,33,45136,2148,150,3800,330,175,14.1,10.2,270,2140,4993,1901,1875,3200,630,330,2500,150,75,339,9
2,33,47040,2148,150,3800,330,175,14.1,10.2,270,2170,4993,1901,1875,3200,600,730,2500,150,75,339,9
2,33,43697,2987,204,3800,440,198,9.2,9.2,244,2065,4993,1901,1875,3200,705,730,2500,150,75,463,9
2,33,44506,2987,204,3800,440,198,9.2,9.2,244,2060,4993,1901,1875,3200,710,330,2500,150,75,463,9
2,33,49181,2987,204,3800,440,198,9.2,9.2,244,2090,4993,1901,1875,3200,680,730,2500,150,75,463,9
1,33,47410,3498,258,5900,340,199,9.5,11.9,284,2130,5223,1901,1872,3430,810,970,2000,150,75,236,9
1,33,52811,3498,258,5900,340,199,9.5,11.9,284,2155,5223,1901,1872,3430,785,970,2000,150,75,236,9
2,33,37759,2148,115,3800,290,160,17.6,8.2,218,2090,5223,1901,1872,3430,850,970,2000,150,75,339,9
2,33,39107,2148,115,3800,290,158,17.3,8.7,231,2090,5223,1901,1872,3430,850,970,2500,150,75,339,9
2,33,43435,2148,115,3800,290,160,17.6,8.2,218,2115,5223,1901,1872,3430,825,970,2000,150,75,339,9
2,33,44155,2148,115,3800,290,158,17.3,8.7,231,2115,5223,1901,1872,3430,825,970,2500,150,75,339,9
2,33,40567,2148,115,3800,290,156,19.7,10.2,270,2170,5223,1901,1872,3430,770,970,2500,150,75,339,9
2,33,46243,2148,115,3800,290,156,19.7,10.2,270,2195,5223,1901,1872,3430,745,970,2500,150,75,339,9
2,33,39365,2148,150,3800,330,180,14.9,8.2,218,2090,5223,1901,1872,3430,850,970,2500,150,75,339,9
2,33,40678,2148,150,3800,330,179,13,8.7,231,2090,5223,1901,1872,3430,850,970,2500,150,75,339,9
2,33,45041,2148,150,3800,330,180,14.9,8.2,218,2115,5223,1901,1872,3430,825,970,2500,150,75,339,9
2,33,47182,2148,150,3800,330,179,13,8.7,231,2115,5223,1901,1872,3430,825,970,2500,150,75,339,9
2,33,42138,2148,150,3800,330,175,14.1,10.2,270,2170,5223,1901,1872,3430,770,970,2500,150,75,339,9
2,33,50812,2148,150,3800,330,175,14.1,10.2,270,2195,5223,1901,1872,3430,745,970,2500,150,75,339,9
2,33,44494,2987,204,3800,440,198,9.2,9.2,244,2090,5223,1901,1872,3430,850,970,2500,150,75,463,9
2,33,50170,2987,204,3800,440,198,9.2,9.2,244,2115,5223,1901,1872,3430,825,970,2500,150,75,463,9
1,33,52943,3498,258,5900,340,190,9.5,11.9,284,2270,4993,1901,2025,3200,670,0,2000,50,75,236,9
2,33,43304,2148,115,3800,290,163,17.1,8.2,218,2230,4993,1901,2025,3200,710,0,1500,50,75,339,9
2,33,45445,2148,115,3800,290,164,16.2,8.7,231,2230,4993,1901,2025,3200,710,0,1500,50,75,339,9
2,33,49075,2148,115,3800,290,156,19.7,10.2,270,2310,4993,1901,2025,3200,630,0,1500,50,75,339,9
2,33,44923,2148,150,3800,330,179,15.6,8.2,218,2230,4993,1901,2025,3200,710,0,1500,50,75,339,9
2,33,47064,2148,150,3800,330,179,13,8.7,231,2230,4993,1901,2025,3200,710,0,1500,50,75,339,9
2,33,50964,2148,150,3800,330,175,14.1,10.2,270,2310,4993,1901,2025,3200,630,0,1500,50,75,339,9
2,33,50040,2987,204,3800,440,190,9.7,9.2,244,2310,4993,1901,2025,3200,630,0,2000,50,75,463,9
1,33,39710,3498,258,5600,340,0,0,11.9,284,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,26597,2148,95,3800,250,0,0,9,239,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,28572,2148,115,3800,290,0,0,8.2,218,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,30713,2148,115,3800,290,0,0,8.7,231,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,34343,2148,109,3800,290,0,0,10.2,270,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,30190,2148,150,3800,330,0,0,8.2,218,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,32331,2148,150,3800,330,0,0,8.7,231,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,35961,2148,150,3800,330,0,0,10.2,270,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
2,33,36735,2987,204,3800,440,0,0,9.2,244,1820,4748,1901,1902,3200,950,4650,2000,150,75,161,11
1,33,40508,3498,258,5600,340,0,0,11.9,284,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,27394,2148,95,3800,250,0,0,9,239,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,29369,2148,115,3800,290,0,0,8.2,218,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,31510,2148,115,3800,290,0,0,8.7,231,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,35140,2148,109,3800,290,0,0,10.2,270,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,30988,2148,150,3800,330,0,0,8.2,218,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,33129,2148,150,3800,330,0,0,8.7,231,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,36759,2148,150,3800,330,0,0,10.2,270,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
2,33,37533,2987,204,3800,440,0,0,9.2,244,1845,4993,1901,1902,3200,925,5190,2000,150,75,161,11
1,33,41305,3498,258,5600,340,0,0,11.9,284,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,28191,2148,95,3800,250,0,0,9,239,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,30167,2148,115,3800,290,0,0,8.2,218,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,32308,2148,115,3800,290,0,0,8.7,231,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,35938,2148,109,3800,290,0,0,10.2,270,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,31785,2148,150,3800,330,0,0,8.2,218,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,33926,2148,150,3800,330,0,0,8.7,231,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,37556,2148,150,3800,330,0,0,10.2,270,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
2,33,38330,2987,204,3800,440,0,0,9.2,244,1870,5223,1901,1900,3430,900,5680,2000,150,75,161,11
1,33,42578,3498,258,5600,340,0,0,11.9,284,2110,4748,1901,1875,3200,830,430,2000,150,75,236,9
2,33,29464,2148,95,3800,250,0,0,9,239,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,31440,2148,115,3800,290,0,0,8.2,218,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,33581,2148,115,3800,290,0,0,8.7,231,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,37211,2148,109,3800,290,0,0,10.2,270,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,33058,2148,150,3800,330,0,0,8.2,218,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,35199,2148,150,3800,330,0,0,8.7,231,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,38829,2148,150,3800,330,0,0,10.2,270,2110,4748,1901,1875,3200,830,430,2000,150,75,339,9
2,33,39603,2987,204,3800,440,0,0,9.2,244,2110,4748,1901,1875,3200,830,430,2000,150,75,463,9
1,33,43376,3498,258,5600,340,0,0,11.9,284,2135,4993,1901,1875,3200,805,730,2000,150,75,236,9
2,33,30262,2148,95,3800,250,0,0,9,239,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,32237,2148,115,3800,290,0,0,8.2,218,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,34378,2148,115,3800,290,0,0,8.7,231,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,38008,2148,109,3800,290,0,0,10.2,270,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,33856,2148,150,3800,330,0,0,8.2,218,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,35997,2148,150,3800,330,0,0,8.7,231,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,39627,2148,150,3800,330,0,0,10.2,270,2135,4993,1901,1875,3200,805,730,2000,150,75,339,9
2,33,40401,2987,204,3800,440,0,0,9.2,244,2135,4993,1901,1875,3200,805,730,2000,150,75,463,9
1,33,44173,3498,258,5600,340,0,0,11.9,284,2160,5223,1901,1872,3430,780,970,2000,150,75,236,9
2,33,31059,2148,95,3800,250,0,0,9,239,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,33034,2148,115,3800,290,0,0,8.2,218,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,35175,2148,115,3800,290,0,0,8.7,231,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,38805,2148,109,3800,290,0,0,10.2,270,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,34653,2148,150,3800,330,0,0,8.2,218,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,36794,2148,150,3800,330,0,0,8.7,231,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,40424,2148,150,3800,330,0,0,10.2,270,2160,5223,1901,1872,3430,780,970,2000,150,75,339,9
2,33,41198,2987,204,3800,440,0,0,9.2,244,2160,5223,1901,1872,3430,780,970,2000,150,75,463,9
1,33,40472,3498,258,5600,340,0,0,11.9,284,1940,4748,1901,1902,3200,830,2630,2000,150,75,236,9
2,33,27358,2148,95,3800,250,0,0,9,239,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,29334,2148,116,3800,290,0,0,8.2,218,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,31475,2148,116,3800,290,0,0,8.7,231,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,35105,2148,109,3800,290,0,0,10.2,270,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,30952,2148,150,3800,330,0,0,8.2,218,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,33093,2148,150,3800,330,0,0,8.7,231,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,36723,2148,150,3800,330,0,0,10.2,270,1940,4748,1901,1902,3200,830,2630,2000,150,75,339,9
2,33,37509,2987,204,3800,440,0,0,9.2,244,1940,4748,1901,1902,3200,830,2630,2000,150,75,463,9
1,33,41269,3498,258,5600,340,0,0,11.9,284,1965,4993,1901,1902,3200,805,3160,2000,150,75,236,9
2,33,28155,2148,95,3800,250,0,0,9,239,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,30131,2148,116,3800,290,0,0,8.2,218,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,32272,2148,116,3800,290,0,0,8.7,231,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,35902,2148,109,3800,290,0,0,10.2,270,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,31749,2148,150,3800,330,0,0,8.2,218,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,33890,2148,150,3800,330,0,0,8.7,231,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,37520,2148,150,3800,330,0,0,10.2,270,1965,4993,1901,1902,3200,805,3160,2000,150,75,339,9
2,33,38306,2987,204,3800,440,0,0,9.2,244,1965,4993,1901,1902,3200,805,3160,2000,150,75,463,9
1,33,42067,3498,258,5600,340,0,0,11.9,284,1990,5223,1901,1900,3430,780,3650,2000,150,75,236,9
2,33,28953,2148,95,3800,250,0,0,9,239,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,30928,2148,116,3800,290,0,0,8.2,218,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,33069,2148,116,3800,290,0,0,8.7,231,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,36699,2148,109,3800,290,0,0,10.2,270,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,32547,2148,150,3800,330,0,0,8.2,218,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,34688,2148,150,3800,330,0,0,8.7,231,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,38318,2148,150,3800,330,0,0,10.2,270,1990,5223,1901,1900,3430,780,3650,2000,150,75,339,9
2,33,39103,2987,204,3800,440,0,0,9.2,244,1990,5223,1901,1900,3430,780,3650,2000,150,75,463,9
2,33,34962,2148,109,3800,280,0,0,10.4,276,2005,5245,1993,2435,3250,1185,7500,2000,300,75,339,9
2,33,36489,2148,109,3800,280,0,0,9.6,255,2005,5245,1993,2435,3250,1185,7500,2000,300,75,339,9
2,33,39127,2148,109,3800,280,0,0,10.4,276,2025,5245,1993,2435,3250,1475,7500,2000,300,75,339,9
2,33,40654,2148,109,3800,280,0,0,9.6,255,2025,5245,1993,2435,3250,1475,7500,2000,300,75,339,9
2,33,36485,2148,150,3800,330,0,0,10.4,276,2005,5245,1993,2435,3250,1185,7500,2000,300,75,339,9
2,33,38012,2148,150,3800,330,0,0,9.6,255,2005,5245,1993,2435,3250,1185,7500,2000,300,75,339,9
2,33,40650,2148,150,3800,330,0,0,10.4,276,2025,5245,1993,2435,3250,1475,7500,2000,300,75,339,9
2,33,42177,2148,150,3800,330,0,0,9.6,255,2025,5245,1993,2435,3250,1475,7500,2000,300,75,339,9
1,33,45672,3498,258,5750,340,0,0,13.7,326,2090,5910,1993,2435,3665,1100,9000,2000,300,100,236,9
1,33,49837,3498,258,5750,340,0,0,13.7,326,2110,5910,1993,2435,3665,1390,9000,2000,300,100,236,9
2,33,37426,2148,109,3800,280,0,0,10.4,276,2090,5910,1993,2435,3665,1100,9000,2000,300,75,339,9
2,33,38953,2148,109,3800,280,0,0,10.4,255,2090,5910,1993,2435,3665,1100,9000,2000,300,75,339,9
2,33,41591,2148,109,3800,280,0,0,10.4,276,2110,5910,1993,2435,3665,1390,9000,2000,300,75,339,9
2,33,43118,2148,109,3800,280,0,0,10.4,255,2110,5910,1993,2435,3665,1390,9000,2000,300,75,339,9
2,33,38949,2148,150,3800,330,0,0,10.4,276,2090,5910,1993,2435,3665,1100,9000,2000,300,75,339,9
2,33,40476,2148,150,3800,330,0,0,10.4,255,2090,5910,1993,2435,3665,1100,9000,2000,300,75,339,9
2,33,43114,2148,150,3800,330,0,0,10.4,276,2110,5910,1993,2435,3665,1390,9000,2000,300,75,339,9
2,33,44641,2148,150,3800,330,0,0,10.4,255,2110,5910,1993,2435,3665,1390,9000,2000,300,75,339,9
2,33,36489,2148,109,3800,280,0,0,10.4,276,2040,5245,1993,2725,3250,1150,8500,2000,150,75,339,9
2,33,38016,2148,109,3800,280,0,0,10.4,255,2040,5245,1993,2725,3250,1150,8500,2000,150,75,339,9
2,33,40654,2148,109,3800,280,0,0,10.4,276,2060,5245,1993,2725,3250,1440,8500,2000,150,75,339,9
2,33,42181,2148,109,3800,280,0,0,10.4,255,2060,5245,1993,2725,3250,1440,8500,2000,150,75,339,9
2,33,38013,2148,150,3800,330,0,0,10.4,276,2040,5245,1993,2725,3250,1150,8500,2000,150,75,339,9
2,33,39540,2148,150,3800,330,0,0,10.4,255,2040,5245,1993,2725,3250,1150,8500,2000,150,75,339,9
2,33,42177,2148,150,3800,330,0,0,10.4,276,2060,5245,1993,2725,3250,1440,8500,2000,150,75,339,9
2,33,43704,2148,150,3800,330,0,0,10.4,255,2060,5245,1993,2725,3250,1440,8500,2000,150,75,339,9
1,33,47443,3498,258,5750,340,0,0,13.7,326,2120,5910,1993,2720,3665,1070,10500,2000,150,100,236,9
1,33,51608,3498,258,5750,340,0,0,13.7,326,2140,5910,1993,2720,3665,1360,10500,2000,150,100,236,9
2,33,39196,2148,109,3800,280,0,0,10.4,276,2120,5910,1993,2720,3665,1070,10500,2000,150,75,339,9
2,33,40723,2148,109,3800,280,0,0,10.4,255,2120,5910,1993,2720,3665,1070,10500,2000,150,75,339,9
2,33,43361,2148,109,3800,280,0,0,10.4,276,2140,5910,1993,2720,3665,1360,10500,2000,150,75,339,9
2,33,44888,2148,109,3800,280,0,0,10.4,255,2140,5910,1993,2720,3665,1360,10500,2000,150,75,339,9
2,33,40719,2148,150,3800,330,0,0,10.4,276,2120,5910,1993,2720,3665,1070,10500,2000,150,75,339,9
2,33,42246,2148,150,3800,330,0,0,10.4,255,2120,5910,1993,2720,3665,1070,10500,2000,150,75,339,9
2,33,44884,2148,150,3800,330,0,0,10.4,276,2140,5910,1993,2720,3665,1360,10500,2000,150,75,339,9
2,33,46411,2148,150,3800,330,0,0,10.4,255,2140,5910,1993,2720,3665,1360,10500,2000,150,75,339,9
1,33,53871,3498,258,5750,340,0,0,13.7,326,2320,6940,1993,2715,4325,1180,14000,2000,150,100,236,9
2,33,45625,2148,109,3800,280,0,0,10.4,276,2320,6940,1993,2715,4325,1180,14000,2000,150,75,339,9
2,33,47152,2148,109,3800,280,0,0,10.4,255,2320,6940,1993,2715,4325,1180,14000,2000,150,75,339,9
2,33,47148,2148,150,3800,330,0,0,10.4,276,2320,6940,1993,2715,4325,1180,14000,2000,150,75,339,9
2,33,48675,2148,150,3800,330,0,0,10.4,255,2320,6940,1993,2715,4325,1180,14000,2000,150,75,339,9
2,33,55014,2148,109,3800,280,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,56518,2148,109,3800,280,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,56747,2148,109,3800,280,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,58251,2148,109,3800,280,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,60476,2148,109,3800,280,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,61980,2148,109,3800,280,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,62209,2148,109,3800,280,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,63713,2148,109,3800,280,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,55918,2148,129,3800,305,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,57422,2148,129,3800,305,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,57651,2148,129,3800,305,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,59155,2148,129,3800,305,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,56513,2148,150,3800,330,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,58017,2148,150,3800,330,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,58246,2148,150,3800,330,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,59750,2148,150,3800,330,0,0,0,0,2910,5910,1993,2950,3665,590,0,2000,300,75,339,9
2,33,61975,2148,150,3800,330,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,63479,2148,150,3800,330,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,63708,2148,150,3800,330,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,65212,2148,150,3800,330,0,0,0,0,2910,5910,1993,3200,3665,970,0,2000,300,75,339,9
2,33,59464,2987,184,3800,400,0,0,0,0,2970,5910,1993,2950,3665,530,0,2000,300,75,463,9
2,33,60968,2987,184,3800,400,0,0,0,0,2970,5910,1993,2950,3665,530,0,2000,300,75,463,9
2,33,61197,2987,184,3800,400,0,0,0,0,2970,5910,1993,2950,3665,530,0,2000,300,75,463,9
2,33,62701,2987,184,3800,400,0,0,0,0,2970,5910,1993,2950,3665,530,0,2000,300,75,463,9
2,33,64926,2987,184,3800,400,0,0,0,0,2970,5910,1993,3200,3665,910,0,2000,300,75,463,9
2,33,66430,2987,184,3800,400,0,0,0,0,2970,5910,1993,3200,3665,910,0,2000,300,75,463,9
2,33,66659,2987,184,3800,400,0,0,0,0,2970,5910,1993,3200,3665,910,0,2000,300,75,463,9
2,33,68163,2987,184,3800,400,0,0,0,0,2970,5910,1993,3200,3665,910,0,2000,300,75,463,9
1,34,16150,1397,95,6000,140,185,10.9,5.3,128,1135,3699,1683,1407,2467,375,160,650,75,40,94,0
1,34,17690,1397,95,6000,140,180,12.6,6.5,157,1175,3699,1683,1407,2467,375,160,650,75,40,94,0
1,34,18300,1598,120,6000,160,203,9.1,5.4,129,1140,3699,1683,1407,2467,375,160,750,75,40,108,0
1,34,19840,1598,120,6000,160,197,10.4,6.5,156,1180,3699,1683,1407,2467,370,160,750,75,40,108,0
1,34,22100,1598,175,5500,240,225,7.1,6.2,149,1205,3714,1683,1407,2467,375,160,0,75,50,108,0
1,34,23640,1598,175,5500,240,220,7.3,6.9,165,1230,3714,1683,1407,2467,375,160,0,75,50,108,0
1,34,27700,1598,211,6000,260,238,6.5,6.9,165,1205,3714,1683,1407,2467,375,160,0,75,50,108,0
2,34,19900,1560,110,4000,240,195,9.9,3.9,104,1165,3709,1683,1407,2467,375,160,750,75,40,247,0
2,34,21440,1560,110,4000,240,190,10.3,5,134,1195,3709,1683,1407,2467,375,160,750,75,40,247,0
1,34,19900,1598,120,6000,160,201,9.8,5.5,132,1220,3937,1683,1426,2547,425,260,750,75,40,108,2
1,34,21440,1598,120,6000,160,195,10.9,6.6,159,1260,3937,1683,1426,2547,425,260,750,75,40,108,2
1,34,23900,1598,175,5500,240,224,7.6,6.3,150,1280,3958,1683,1432,2547,410,260,0,75,50,108,2
1,34,25440,1598,175,5500,240,219,7.8,7,168,1305,3958,1683,1432,2547,410,260,0,75,50,108,2
1,34,29500,1598,211,6000,260,238,6.8,7,167,1280,3958,1683,1432,2547,410,260,0,75,50,108,2
2,34,21600,1560,110,4000,240,193,10.4,4.1,109,1250,3945,1683,1426,2547,425,260,750,75,40,247,2
2,34,23140,1560,110,4000,240,188,10.9,5.1,136,1280,3945,1683,1426,2547,425,260,750,75,40,247,2
1,34,22500,1598,120,6000,160,198,9.8,5.7,137,1240,3699,1683,1414,2467,355,170,0,0,40,108,5
1,34,24040,1598,120,6000,160,191,11.1,6.7,161,1280,3699,1683,1414,2467,355,170,0,0,40,108,5
1,34,26500,1598,175,5500,240,222,7.4,6.4,153,1305,3714,1683,1414,2467,355,170,0,0,50,108,5
1,34,28040,1598,175,5500,240,217,7.7,7.1,170,1330,3714,1683,1414,2467,355,170,0,0,50,108,5
1,35,9990,1124,75,6000,100,165,12.8,5.5,130,1010,3880,1695,1520,2500,410,155,750,50,47,81,0
1,35,11990,1124,75,6000,100,165,12.8,5.5,130,1010,3880,1695,1520,2500,410,155,750,50,47,81,0
1,35,12490,1332,95,6000,125,180,11,6,143,1015,3880,1695,1520,2500,415,155,750,50,47,94,0
1,35,14290,1332,95,6000,125,180,11,6,143,1015,3880,1695,1520,2500,415,155,750,50,47,94,0
1,35,15130,1332,95,6000,125,180,11.8,5.8,138,1020,3880,1695,1520,2500,415,155,750,50,47,94,0
1,35,14890,1332,95,6000,125,180,11,6,143,1015,3880,1695,1520,2500,415,155,750,50,47,94,0
1,35,15730,1332,95,6000,125,180,11.8,5.8,138,1020,3880,1695,1520,2500,415,155,750,50,47,94,0
1,35,18990,1468,150,6000,210,210,7.4,6.8,161,1135,3880,1695,1520,2500,385,155,750,50,47,101,0
1,35,12990,1124,75,6000,100,165,13.2,5.5,130,1040,3940,1695,1550,2500,410,220,750,50,47,81,0
1,35,13490,1332,95,6000,125,180,11.1,6,143,1045,3940,1695,1550,2500,415,220,1000,50,47,94,0
1,35,15290,1332,95,6000,125,180,11.1,6,143,1045,3940,1695,1550,2500,415,220,1000,50,47,94,0
1,35,16130,1332,95,6000,125,180,12,5.8,138,1050,3940,1695,1550,2500,415,220,1000,50,47,94,0
1,35,15890,1332,95,6000,125,180,11.1,6,143,1045,3940,1695,1550,2500,415,220,1000,50,47,94,0
1,35,16730,1332,95,6000,125,180,12,5.8,138,1050,3940,1695,1550,2500,415,220,1000,50,47,94,0
1,35,19990,1468,150,6000,210,210,7.6,6.8,161,1165,3940,1695,1550,2500,385,220,1000,50,47,101,0
1,35,17490,1499,109,6000,145,185,10.5,6.6,157,1110,3875,1695,1453,2500,350,460,750,0,47,101,5
1,35,18490,1499,109,6000,145,185,10.5,6.6,157,1110,3875,1695,1453,2500,350,460,750,0,47,101,5
1,35,19490,1499,109,6000,145,185,10.5,6.6,157,1110,3875,1695,1453,2500,350,460,750,0,47,101,5
1,35,23590,1468,150,6000,210,205,8.4,7.1,168,1200,3875,1695,1453,2500,330,460,750,0,47,101,5
1,35,18750,1499,109,6000,143,182,0,6.6,156,1430,4585,1760,1515,2635,470,288,1300,80,59,101,0
1,35,19250,1798,143,6000,178,196,10.4,7.9,188,1430,4585,1760,1515,2635,470,288,1300,80,59,121,0
1,35,20750,1798,143,6000,178,196,10.4,7.9,188,1430,4585,1760,1515,2635,470,288,1300,80,59,121,0
