"x1","x2","x3","x4","x5","x6","x7","class"
0.45,0.36,0.11,0.44,0.2,0.09,0.13,7
0.45,0.35,0.11,0.47,0.24,0.09,0.11,6
0.45,0.34,0.11,0.45,0.23,0.15,0.12,6
0.46,0.36,0.13,0.53,0.23,0.13,0.15,6
0.46,0.38,0.12,0.5,0.24,0.11,0.13,5
0.46,0.36,0.1,0.46,0.23,0.09,0.12,6
0.46,0.35,0.11,0.45,0.2,0.09,0.13,6
0.47,0.37,0.12,0.47,0.23,0.09,0.11,6
0.47,0.37,0.12,0.53,0.26,0.1,0.14,6
0.47,0.35,0.11,0.44,0.18,0.09,0.12,6
0.47,0.35,0.13,0.48,0.23,0.11,0.11,5
0.47,0.37,0.12,0.61,0.33,0.15,0.14,7
0.47,0.37,0.12,0.58,0.29,0.09,0.15,7
0.48,0.37,0.13,0.54,0.22,0.12,0.15,8
0.48,0.36,0.12,0.59,0.32,0.11,0.13,5
0.48,0.38,0.12,0.68,0.32,0.11,0.17,5
0.48,0.39,0.15,0.64,0.29,0.14,0.16,5
0.48,0.36,0.1,0.44,0.19,0.1,0.12,7
0.48,0.37,0.12,0.6,0.31,0.12,0.14,6
0.49,0.37,0.12,0.48,0.2,0.1,0.13,6
0.49,0.39,0.13,0.65,0.32,0.12,0.17,7
0.5,0.4,0.14,0.63,0.3,0.13,0.15,7
0.5,0.4,0.14,0.61,0.27,0.14,0.14,6
0.5,0.39,0.14,0.66,0.31,0.15,0.16,5
0.5,0.39,0.12,0.56,0.28,0.1,0.14,7
0.5,0.39,0.14,0.64,0.32,0.13,0.15,6
0.5,0.4,0.13,0.67,0.34,0.12,0.18,6
0.51,0.39,0.13,0.67,0.32,0.14,0.18,8
0.51,0.39,0.15,0.69,0.36,0.13,0.16,7
0.51,0.41,0.13,0.64,0.29,0.13,0.16,8
0.51,0.36,0.13,0.6,0.25,0.12,0.19,7
0.51,0.39,0.14,0.77,0.39,0.15,0.19,7
0.51,0.38,0.1,0.58,0.24,0.12,0.18,6
0.51,0.41,0.14,0.77,0.37,0.16,0.18,6
0.51,0.41,0.15,0.7,0.35,0.13,0.19,7
0.51,0.41,0.15,0.8,0.39,0.18,0.2,7
0.52,0.43,0.14,0.83,0.37,0.2,0.23,7
0.52,0.39,0.16,0.71,0.37,0.14,0.16,6
0.53,0.42,0.14,0.72,0.35,0.17,0.18,7
0.53,0.4,0.14,0.73,0.33,0.16,0.17,10
0.53,0.43,0.13,0.76,0.33,0.2,0.21,7
0.53,0.43,0.15,0.85,0.33,0.23,0.2,7
0.53,0.41,0.13,0.65,0.27,0.16,0.19,6
0.54,0.4,0.14,0.82,0.39,0.2,0.21,7
0.54,0.43,0.14,0.72,0.29,0.16,0.22,7
0.54,0.44,0.14,0.87,0.37,0.23,0.22,7
0.55,0.45,0.16,0.99,0.54,0.18,0.22,8
0.55,0.43,0.14,0.81,0.37,0.16,0.28,8
0.56,0.46,0.16,0.97,0.45,0.21,0.27,8
0.57,0.4,0.13,0.7,0.31,0.17,0.18,7
0.57,0.45,0.16,1.2,0.56,0.26,0.3,9
0.57,0.45,0.16,1.19,0.51,0.21,0.34,9
0.57,0.46,0.15,1.11,0.54,0.26,0.27,7
0.57,0.45,0.14,1.06,0.53,0.22,0.24,7
0.57,0.46,0.17,0.9,0.41,0.19,0.21,6
0.58,0.48,0.16,1.11,0.5,0.27,0.29,8
0.58,0.46,0.16,1.1,0.54,0.22,0.25,8
0.58,0.46,0.15,1.12,0.56,0.23,0.29,6
0.58,0.46,0.18,1.05,0.41,0.26,0.28,7
0.58,0.46,0.15,1.01,0.5,0.21,0.28,9
0.58,0.45,0.15,1.14,0.56,0.22,0.29,7
0.58,0.49,0.13,1.13,0.59,0.26,0.24,8
0.59,0.47,0.16,1.14,0.52,0.26,0.28,10
0.59,0.47,0.16,1.21,0.48,0.24,0.31,7
0.59,0.46,0.15,1.06,0.52,0.24,0.25,7
0.6,0.47,0.16,1.12,0.45,0.18,0.16,10
0.6,0.45,0.15,1.11,0.59,0.22,0.25,10
0.6,0.48,0.17,1.21,0.62,0.24,0.27,8
0.6,0.46,0.14,1,0.47,0.21,0.25,8
0.6,0.46,0.15,1.04,0.52,0.22,0.27,8
0.61,0.49,0.15,1.13,0.53,0.26,0.3,8
0.61,0.48,0.16,1.16,0.57,0.25,0.28,8
0.61,0.47,0.17,1.23,0.6,0.26,0.29,10
0.61,0.47,0.15,1.16,0.57,0.26,0.31,10
0.61,0.48,0.16,1.17,0.55,0.24,0.33,9
0.62,0.48,0.16,1.25,0.59,0.26,0.33,7
0.62,0.51,0.18,1.33,0.59,0.28,0.39,10
0.63,0.48,0.17,1.35,0.62,0.28,0.37,9
0.63,0.49,0.18,1.33,0.57,0.27,0.41,9
0.63,0.48,0.18,1.14,0.48,0.25,0.35,9
0.63,0.5,0.17,1.29,0.57,0.3,0.32,8
0.63,0.49,0.2,1.38,0.58,0.3,0.4,8
0.63,0.49,0.16,1.28,0.64,0.28,0.31,7
0.63,0.5,0.17,1.31,0.6,0.28,0.32,10
0.63,0.48,0.15,1.18,0.52,0.25,0.32,7
0.64,0.49,0.18,1.38,0.62,0.27,0.4,10
0.64,0.53,0.19,1.41,0.68,0.3,0.37,9
0.64,0.51,0.16,1.4,0.71,0.27,0.34,9
0.64,0.5,0.17,1.52,0.69,0.33,0.41,10
0.64,0.5,0.18,1.39,0.49,0.29,0.4,9
0.65,0.5,0.16,1.22,0.61,0.24,0.32,9
0.65,0.52,0.18,1.64,0.78,0.34,0.43,10
0.65,0.52,0.18,1.56,0.71,0.36,0.4,7
0.65,0.51,0.17,1.43,0.68,0.31,0.34,7
0.65,0.5,0.18,1.34,0.63,0.3,0.35,10
0.65,0.5,0.16,1.25,0.55,0.33,0.3,9
0.65,0.52,0.15,1.21,0.52,0.21,0.39,9
0.65,0.5,0.16,1.3,0.57,0.31,0.37,8
0.65,0.52,0.21,1.68,0.67,0.31,0.46,10
0.65,0.53,0.19,1.62,0.66,0.32,0.48,9
0.66,0.46,0.16,1.49,0.69,0.33,0.18,8
0.66,0.51,0.18,1.65,0.85,0.34,0.4,9
0.66,0.51,0.19,1.53,0.69,0.3,0.44,10
0.66,0.54,0.19,1.59,0.64,0.3,0.52,8
0.66,0.5,0.2,1.63,0.59,0.36,0.49,9
0.66,0.48,0.18,1.37,0.64,0.29,0.34,5
0.67,0.53,0.17,1.61,0.68,0.31,0.4,10
0.68,0.57,0.23,1.59,0.74,0.3,0.44,9
0.68,0.57,0.2,1.84,0.76,0.36,0.55,11
0.68,0.54,0.19,1.61,0.72,0.32,0.5,11
0.69,0.53,0.18,1.7,0.83,0.36,0.41,7
0.69,0.51,0.2,1.87,0.89,0.4,0.48,9
0.7,0.54,0.18,1.84,0.8,0.4,0.5,9
0.71,0.54,0.18,1.69,0.69,0.42,0.4,11
0.71,0.57,0.21,2.2,1.01,0.52,0.55,10
0.72,0.57,0.18,1.95,0.76,0.42,0.41,9
0.72,0.53,0.19,1.56,0.67,0.38,0.41,10
0.74,0.6,0.22,2.56,1.13,0.44,0.6,10
0.77,0.6,0.22,2.3,1.01,0.51,0.62,11
0.19,0.13,0.05,0.03,0.01,0.01,0.01,3
0.2,0.15,0.05,0.04,0.02,0.01,0.01,2
0.2,0.14,0.04,0.03,0.01,0.01,0.01,3
0.2,0.16,0.04,0.04,0.02,0.01,0.01,3
0.23,0.17,0.06,0.06,0.03,0.01,0.02,3
0.25,0.18,0.07,0.07,0.03,0.01,0.02,3
0.25,0.18,0.07,0.07,0.02,0.02,0.02,4
0.27,0.2,0.06,0.08,0.04,0.02,0.03,6
0.28,0.2,0.07,0.11,0.05,0.02,0.03,5
0.28,0.21,0.09,0.11,0.04,0.02,0.03,4
0.29,0.22,0.07,0.1,0.04,0.02,0.03,4
0.3,0.22,0.08,0.13,0.06,0.03,0.04,5
0.32,0.24,0.06,0.15,0.07,0.03,0.04,5
0.32,0.23,0.09,0.14,0.07,0.03,0.04,5
0.34,0.27,0.08,0.2,0.09,0.05,0.06,4
0.37,0.28,0.1,0.22,0.12,0.03,0.06,5
0.38,0.28,0.08,0.23,0.11,0.05,0.07,5
0.38,0.28,0.1,0.23,0.12,0.04,0.07,5
0.39,0.29,0.08,0.25,0.12,0.05,0.07,6
0.4,0.32,0.1,0.35,0.19,0.05,0.09,5
0.41,0.3,0.11,0.32,0.17,0.04,0.09,6
0.41,0.3,0.1,0.28,0.13,0.06,0.09,6
0.41,0.33,0.1,0.32,0.13,0.07,0.11,5
0.42,0.3,0.11,0.32,0.13,0.07,0.1,6
0.42,0.32,0.11,0.36,0.17,0.06,0.11,6
0.42,0.31,0.1,0.28,0.13,0.05,0.09,5
0.43,0.33,0.12,0.37,0.16,0.09,0.1,6
0.43,0.34,0.12,0.4,0.2,0.09,0.1,6
0.44,0.33,0.11,0.41,0.21,0.1,0.1,5
0.44,0.35,0.12,0.42,0.22,0.07,0.11,6
0.44,0.33,0.11,0.37,0.15,0.08,0.12,6
0.45,0.35,0.11,0.41,0.17,0.1,0.12,6
0.45,0.34,0.15,0.43,0.19,0.09,0.13,6
0.45,0.34,0.11,0.41,0.2,0.09,0.11,7
0.45,0.37,0.13,0.46,0.21,0.1,0.13,7
0.45,0.34,0.12,0.49,0.24,0.11,0.12,5
0.45,0.33,0.11,0.37,0.19,0.08,0.1,6
0.45,0.33,0.1,0.41,0.19,0.1,0.1,5
0.45,0.33,0.11,0.37,0.16,0.09,0.1,5
0.46,0.35,0.12,0.42,0.18,0.1,0.12,6
0.47,0.36,0.11,0.54,0.27,0.14,0.13,6
0.47,0.38,0.13,0.48,0.21,0.11,0.14,5
0.48,0.35,0.11,0.46,0.21,0.1,0.13,5
0.48,0.35,0.1,0.45,0.22,0.11,0.12,6
0.48,0.38,0.13,0.62,0.34,0.11,0.17,7
0.49,0.47,0.13,0.52,0.24,0.13,0.14,6
0.5,0.38,0.14,0.55,0.25,0.11,0.16,6
0.5,0.38,0.12,0.54,0.22,0.12,0.17,8
0.5,0.38,0.13,0.52,0.25,0.11,0.13,7
0.5,0.39,0.13,0.52,0.25,0.12,0.13,5
0.51,0.39,0.13,0.54,0.25,0.15,0.14,6
0.51,0.41,0.13,0.68,0.35,0.14,0.18,7
0.51,0.4,0.13,0.55,0.26,0.12,0.14,5
0.51,0.4,0.13,0.56,0.26,0.12,0.15,8
0.51,0.38,0.12,0.52,0.22,0.11,0.17,7
0.52,0.39,0.13,0.61,0.32,0.13,0.15,7
0.52,0.4,0.15,0.78,0.35,0.18,0.19,8
0.52,0.38,0.14,0.54,0.23,0.13,0.16,7
0.52,0.38,0.13,0.55,0.29,0.13,0.17,7
0.52,0.46,0.15,1.02,0.52,0.2,0.25,6
0.53,0.4,0.13,0.65,0.33,0.12,0.17,7
0.53,0.4,0.14,0.6,0.26,0.13,0.18,8
0.53,0.41,0.12,0.76,0.38,0.16,0.2,8
0.53,0.4,0.12,0.61,0.3,0.14,0.14,7
0.53,0.4,0.13,0.62,0.28,0.13,0.19,7
0.54,0.39,0.13,0.6,0.26,0.15,0.17,8
0.54,0.42,0.14,0.67,0.31,0.14,0.19,9
0.55,0.39,0.14,0.78,0.42,0.18,0.16,6
0.55,0.41,0.12,0.79,0.43,0.14,0.19,8
0.55,0.42,0.14,0.82,0.46,0.13,0.22,8
0.55,0.42,0.14,0.81,0.43,0.19,0.18,7
0.55,0.43,0.15,0.84,0.4,0.2,0.22,7
0.55,0.43,0.15,0.83,0.41,0.18,0.22,9
0.56,0.43,0.15,0.9,0.46,0.18,0.23,8
0.56,0.45,0.16,0.9,0.42,0.22,0.22,7
0.56,0.44,0.16,0.64,0.34,0.18,0.25,7
0.56,0.42,0.15,0.85,0.43,0.19,0.21,7
0.57,0.46,0.15,0.96,0.46,0.24,0.23,8
0.57,0.44,0.15,0.99,0.58,0.18,0.21,7
0.57,0.45,0.18,1.01,0.45,0.24,0.26,8
0.57,0.46,0.15,1.04,0.54,0.2,0.25,8
0.57,0.45,0.15,0.88,0.41,0.22,0.22,7
0.57,0.44,0.15,0.76,0.34,0.16,0.22,7
0.58,0.46,0.15,0.99,0.47,0.23,0.27,6
0.58,0.45,0.16,1.07,0.56,0.21,0.26,9
0.58,0.44,0.14,0.85,0.4,0.19,0.22,8
0.58,0.47,0.17,0.87,0.44,0.2,0.24,8
0.58,0.46,0.14,0.91,0.42,0.2,0.26,8
0.58,0.44,0.13,0.81,0.32,0.22,0.25,9
0.58,0.45,0.17,1.02,0.55,0.22,0.23,8
0.58,0.45,0.15,0.85,0.42,0.19,0.22,8
0.58,0.46,0.15,1.11,0.48,0.22,0.27,7
0.58,0.46,0.2,1.86,0.95,0.43,0.44,8
0.58,0.45,0.14,0.81,0.38,0.19,0.22,8
0.58,0.45,0.14,0.96,0.49,0.18,0.25,8
0.58,0.45,0.15,1,0.55,0.2,0.23,7
0.58,0.45,0.16,0.93,0.39,0.25,0.27,8
0.59,0.46,0.15,0.93,0.48,0.18,0.24,8
0.59,0.47,0.16,0.96,0.46,0.24,0.27,6
0.59,0.47,0.15,1,0.48,0.23,0.24,7
0.6,0.48,0.16,1.03,0.49,0.25,0.26,8
0.6,0.46,0.17,1.19,0.7,0.24,0.24,7
0.6,0.47,0.15,1.1,0.55,0.26,0.25,7
0.6,0.47,0.16,1.02,0.51,0.25,0.23,9
0.61,0.47,0.17,1.18,0.61,0.23,0.29,8
0.61,0.48,0.14,1.12,0.56,0.26,0.27,8
0.61,0.48,0.17,1.18,0.58,0.24,0.32,9
0.61,0.48,0.17,1.06,0.43,0.22,0.36,8
0.61,0.49,0.16,1.01,0.53,0.21,0.24,7
0.61,0.49,0.15,1.33,0.78,0.23,0.29,8
0.61,0.47,0.17,1.05,0.5,0.24,0.27,8
0.62,0.46,0.17,1.06,0.48,0.27,0.27,9
0.62,0.47,0.15,0.92,0.46,0.18,0.24,8
0.62,0.48,0.16,1.03,0.45,0.25,0.29,8
0.62,0.47,0.14,1.02,0.53,0.2,0.25,7
0.62,0.45,0.2,0.86,0.43,0.15,0.24,7
0.62,0.48,0.16,1.11,0.56,0.24,0.28,7
0.63,0.49,0.18,1.37,0.73,0.27,0.33,8
0.63,0.48,0.19,1.21,0.59,0.29,0.29,7
0.63,0.47,0.16,1.13,0.59,0.21,0.29,7
0.63,0.5,0.18,1.26,0.56,0.31,0.34,9
0.64,0.5,0.02,1.16,0.51,0.31,0.29,8
0.64,0.52,0.17,1.37,0.63,0.34,0.36,9
0.65,0.53,0.2,1.39,0.65,0.29,0.37,9
0.65,0.48,0.17,1.13,0.53,0.25,0.31,9
0.65,0.5,0.19,1.46,0.64,0.34,0.42,8
0.65,0.5,0.16,1.2,0.57,0.31,0.29,10
0.66,0.52,0.16,1.31,0.55,0.37,0.35,10
0.66,0.51,0.18,1.42,0.59,0.37,0.36,9
0.66,0.53,0.19,1.35,0.55,0.27,0.48,10
0.67,0.53,0.16,1.36,0.63,0.28,0.34,7
0.67,0.5,0.17,1.3,0.6,0.29,0.36,8
0.67,0.51,0.21,1.36,0.61,0.3,0.35,8
0.69,0.54,0.22,1.7,0.66,0.37,0.47,13
0.69,0.52,0.17,1.52,0.7,0.37,0.4,9
0.69,0.54,0.16,1.45,0.62,0.31,0.39,8
0.69,0.53,0.21,1.58,0.74,0.41,0.39,11
0.69,0.53,0.17,1.55,0.79,0.35,0.37,8
0.7,0.56,0.19,1.74,0.89,0.37,0.44,9
0.7,0.57,0.18,1.75,0.9,0.34,0.45,8
0.7,0.58,0.19,2.27,1.1,0.42,0.64,11
0.7,0.53,0.19,1.65,0.85,0.31,0.4,8
0.71,0.55,0.17,1.22,0.64,0.24,0.3,8
0.71,0.56,0.18,1.65,0.74,0.38,0.45,10
0.72,0.55,0.19,2,1.05,0.41,0.51,11
0.72,0.54,0.19,1.68,0.89,0.31,0.42,9
0.72,0.58,0.2,2.1,1.03,0.48,0.54,9
0.72,0.55,0.2,2,0.9,0.47,0.52,9
0.72,0.57,0.15,1.19,0.69,0.19,0.27,7
0.73,0.51,0.19,1.98,1.03,0.43,0.45,11
0.73,0.58,0.19,1.88,0.93,0.38,0.48,11
0.74,0.59,0.19,2.12,0.95,0.55,0.5,10
0.75,0.57,0.22,1.93,0.9,0.46,0.5,10
0.75,0.57,0.21,2.24,1.11,0.52,0.55,10
0.76,0.63,0.21,2.51,1.2,0.51,0.68,10
0.76,0.58,0.21,2.01,0.83,0.4,0.6,9
0.78,0.63,0.22,2.66,1.49,0.5,0.59,10
0.19,0.38,0.12,0.46,0.2,0.1,0.15,5
0.25,0.21,0.06,0.08,0.03,0.01,0.02,3
0.25,0.19,0.07,0.07,0.03,0.01,0.02,4
0.25,0.19,0.07,0.08,0.04,0.02,0.03,4
0.28,0.2,0.09,0.11,0.05,0.03,0.04,5
0.31,0.22,0.07,0.11,0.04,0.02,0.04,4
0.31,0.23,0.07,0.11,0.44,0.02,0.04,4
0.32,0.23,0.08,0.14,0.05,0.03,0.04,4
0.32,0.23,0.07,0.11,0.05,0.02,0.04,4
0.33,0.23,0.08,0.14,0.06,0.03,0.09,5
0.33,0.25,0.1,0.21,0.1,0.04,0.05,6
0.33,0.21,0.1,0.16,0.08,0.03,0.04,4
0.34,0.25,0.09,0.2,0.1,0.04,0.05,6
0.34,0.25,0.09,0.18,0.08,0.03,0.06,5
0.35,0.26,0.1,0.19,0.09,0.04,0.06,5
0.35,0.26,0.09,0.2,0.11,0.04,0.05,4
0.35,0.27,0.08,0.22,0.1,0.04,0.07,5
0.35,0.26,0.09,0.18,0.09,0.03,0.05,7
0.36,0.27,0.09,0.2,0.09,0.04,0.06,3
0.37,0.27,0.09,0.19,0.08,0.04,0.06,5
0.37,0.27,0.09,0.2,0.08,0.04,0.06,6
0.37,0.27,0.09,0.21,0.09,0.05,0.06,6
0.37,0.29,0.09,0.24,0.09,0.07,0.08,6
0.37,0.28,0.09,0.22,0.11,0.04,0.06,5
0.38,0.29,0.1,0.21,0.1,0.04,0.06,4
0.38,0.29,0.09,0.24,0.12,0.05,0.07,6
0.38,0.28,0.09,0.22,0.09,0.04,0.08,5
0.38,0.28,0.1,0.25,0.11,0.04,0.08,5
0.38,0.28,0.08,0.2,0.08,0.05,0.07,7
0.38,0.27,0.09,0.22,0.09,0.04,0.07,6
0.38,0.28,0.11,0.26,0.11,0.05,0.08,5
0.38,0.27,0.08,0.21,0.09,0.04,0.07,7
0.39,0.29,0.09,0.26,0.11,0.06,0.07,8
0.39,0.28,0.09,0.22,0.1,0.04,0.07,7
0.39,0.3,0.1,0.3,0.15,0.06,0.07,6
0.39,0.28,0.09,0.23,0.1,0.04,0.07,4
0.39,0.3,0.1,0.33,0.17,0.06,0.09,6
0.4,0.31,0.11,0.28,0.11,0.06,0.09,7
0.4,0.3,0.1,0.27,0.12,0.06,0.09,7
0.4,0.27,0.1,0.3,0.14,0.06,0.08,4
0.4,0.29,0.1,0.27,0.12,0.06,0.08,4
0.41,0.29,0.09,0.26,0.13,0.05,0.08,5
0.41,0.34,0.11,0.33,0.16,0.07,0.17,6
0.42,0.31,0.09,0.33,0.17,0.06,0.08,5
0.43,0.33,0.11,0.33,0.17,0.05,0.1,6
0.43,0.32,0.1,0.31,0.13,0.06,0.11,6
0.43,0.31,0.09,0.3,0.14,0.07,0.08,6
0.43,0.34,0,0.43,0.21,0.09,0.12,7
0.43,0.32,0.1,0.38,0.18,0.08,0.1,7
0.44,0.32,0.11,0.37,0.16,0.07,0.12,6
0.44,0.34,0.12,0.44,0.21,0.08,0.12,8
0.45,0.33,0.11,0.45,0.21,0.09,0.12,8
0.46,0.35,0.11,0.4,0.16,0.08,0.13,7
0.46,0.37,0.12,0.43,0.18,0.11,0.12,7
0.46,0.33,0.1,0.37,0.36,0.08,0.11,7
0.46,0.36,0.11,0.47,0.22,0.1,0.11,6
0.46,0.35,0.11,0.37,0.16,0.08,0.11,8
0.46,0.37,0.13,0.48,0.21,0.1,0.14,7
0.47,0.34,0.11,0.35,0.14,0.07,0.11,10
0.47,0.37,0.1,0.41,0.18,0.09,0.14,7
0.47,0.36,0.18,0.48,0.21,0.11,0.15,7
0.47,0.36,0.12,0.39,0.17,0.09,0.12,7
0.48,0.36,0.1,0.5,0.25,0.09,0.14,7
0.48,0.38,0.12,0.44,0.18,0.09,0.15,7
0.48,0.36,0.11,0.49,0.21,0.11,0.15,7
0.48,0.37,0.13,0.54,0.24,0.1,0.17,8
0.48,0.36,0.12,0.47,0.21,0.11,0.13,7
0.48,0.37,0.1,0.46,0.22,0.08,0.14,7
0.5,0.36,0.12,0.5,0.21,0.1,0.15,7
0.5,0.38,0.13,0.51,0.22,0.12,0.16,6
0.5,0.4,0.12,0.55,0.22,0.14,0.17,7
0.5,0.38,0.14,0.59,0.29,0.1,0.16,8
0.5,0.42,0.14,0.68,0.3,0.14,0.21,8
0.5,0.38,0.15,0.58,0.24,0.14,0.19,8
0.5,0.41,0.14,0.66,0.26,0.16,0.2,8
0.5,0.38,0.13,0.57,0.26,0.12,0.16,6
0.5,0.4,0.14,0.62,0.29,0.12,0.2,8
0.51,0.41,0.13,0.6,0.3,0.11,0.18,7
0.51,0.38,0.12,0.59,0.26,0.14,0.18,6
0.51,0.4,0.11,0.55,0.25,0.1,0.17,7
0.52,0.38,0.12,0.63,0.33,0.13,0.16,6
0.52,0.42,0.14,0.71,0.34,0.14,0.21,12
0.52,0.4,0.14,0.7,0.32,0.13,0.18,8
0.52,0.4,0.13,0.58,0.23,0.14,0.18,9
0.52,0.4,0.13,0.66,0.3,0.13,0.19,8
0.53,0.4,0.13,0.7,0.37,0.14,0.16,8
0.53,0.42,0.16,0.84,0.43,0.14,0.2,8
0.53,0.42,0.13,0.69,0.39,0.11,0.17,8
0.53,0.42,0.16,0.81,0.47,0.11,0.19,9
0.53,0.42,0.11,0.57,0.25,0.12,0.19,8
0.53,0.43,0.13,0.77,0.42,0.12,0.21,8
0.54,0.4,0.14,0.6,0.29,0.12,0.15,8
0.54,0.42,0.15,0.58,0.36,0.14,0.23,7
0.54,0.41,0.13,0.71,0.34,0.14,0.21,8
0.54,0.44,0.15,0.72,0.35,0.14,0.19,8
0.54,0.42,0.15,0.87,0.43,0.16,0.22,9
0.54,0.42,0.14,0.73,0.32,0.14,0.23,8
0.55,0.44,0.14,0.77,0.37,0.15,0.23,7
0.55,0.45,0.15,0.8,0.35,0.16,0.21,8
0.55,0.43,0.15,0.73,0.3,0.13,0.25,9
0.55,0.41,0.14,0.59,0.27,0.12,0.19,7
0.55,0.43,0.15,0.79,0.37,0.17,0.22,10
0.55,0.41,0.13,0.65,0.3,0.14,0.2,8
0.55,0.43,0.15,0.87,0.41,0.19,0.25,8
0.55,0.44,0.14,0.75,0.33,0.16,0.23,9
0.55,0.43,0.14,0.73,0.33,0.15,0.22,8
0.56,0.44,0.14,0.87,0.41,0.16,0.26,8
0.56,0.43,0.16,0.74,0.31,0.14,0.28,9
0.56,0.43,0.14,0.77,0.34,0.17,0.23,8
0.56,0.43,0.15,0.79,0.35,0.18,0.23,8
0.56,0.43,0.14,0.82,0.37,0.19,0.24,8
0.56,0.43,0.15,0.69,0.31,0.13,0.22,8
0.56,0.45,0.16,1.22,0.56,0.32,0.27,9
0.56,0.46,0.15,0.97,0.55,0.16,0.24,8
0.57,0.44,0.18,0.87,0.41,0.21,0.21,10
0.57,0.45,0.15,0.85,0.42,0.17,0.23,7
0.57,0.45,0.15,0.8,0.36,0.18,0.22,7
0.57,0.39,0.13,0.74,0.35,0.13,0.17,10
0.57,0.45,0.15,0.75,0.28,0.22,0.22,9
0.57,0.45,0.14,0.79,0.38,0.14,0.25,7
0.57,0.46,0.14,0.98,0.4,0.25,0.27,8
0.57,0.44,0.17,0.87,0.38,0.18,0.27,9
0.57,0.44,0.13,0.77,0.35,0.18,0.2,9
0.57,0.44,0.13,0.9,0.38,0.18,0.28,8
0.58,0.42,0.14,0.86,0.46,0.15,0.21,9
0.58,0.48,0.17,1.08,0.51,0.21,0.31,8
0.58,0.46,0.16,0.89,0.44,0.18,0.22,9
0.58,0.46,0.16,1.44,0.67,0.27,0.3,9
0.58,0.46,0.14,0.8,0.41,0.17,0.2,9
0.58,0.45,0.15,0.86,0.4,0.16,0.25,7
0.59,0.47,0.16,0.91,0.46,0.2,0.24,8
0.59,0.49,0.19,1.17,0.52,0.25,0.34,9
0.59,0.48,0.16,1.05,0.48,0.23,0.29,9
0.59,0.46,0.17,1.11,0.58,0.23,0.27,9
0.59,0.47,0.17,1.41,0.8,0.23,0.3,9
0.59,0.48,0.15,1.07,0.53,0.2,0.29,9
0.59,0.45,0.18,0.8,0.34,0.19,0.24,7
0.59,0.45,0.14,0.77,0.33,0.17,0.23,8
0.59,0.47,0.18,1.19,0.6,0.23,0.31,8
0.59,0.46,0.16,0.89,0.39,0.19,0.28,9
0.6,0.47,0.15,0.98,0.41,0.2,0.23,9
0.6,0.47,0.16,1.03,0.46,0.11,0.31,11
0.6,0.48,0.17,1.13,0.51,0.27,0.31,9
0.6,0.48,0.16,1.01,0.45,0.19,0.33,10
0.6,0.48,0.15,1.12,0.57,0.25,0.27,9
0.6,0.47,0.16,1.04,0.48,0.25,0.28,10
0.6,0.46,0.15,0.89,0.42,0.17,0.27,9
0.6,0.46,0.16,0.96,0.45,0.19,0.3,10
0.61,0.49,0.15,1.24,0.63,0.23,0.33,10
0.61,0.49,0.14,0.98,0.42,0.21,0.32,9
0.61,0.44,0.13,0.9,0.43,0.17,0.26,10
0.61,0.48,0.18,1.08,0.46,0.22,0.34,8
0.61,0.47,0.16,1.08,0.54,0.22,0.28,11
0.61,0.45,0.15,0.87,0.41,0.18,0.25,9
0.61,0.48,0.17,1.24,0.63,0.26,0.31,11
0.61,0.48,0.17,1.03,0.44,0.23,0.3,9
0.61,0.47,0.15,0.96,0.45,0.17,0.29,8
0.61,0.48,0.17,1.14,0.46,0.29,0.35,9
0.61,0.46,0.16,1,0.49,0.2,0.28,9
0.62,0.48,0.16,1,0.45,0.19,0.29,9
0.62,0.47,0.17,1.13,0.45,0.22,0.34,9
0.62,0.5,0.17,1.05,0.48,0.23,0.3,9
0.62,0.48,0.17,1.02,0.49,0.2,0.3,11
0.62,0.48,0.17,1.13,0.48,0.3,0.3,9
0.62,0.48,0.18,1.12,0.45,0.32,0.3,8
0.62,0.48,0.16,1.12,0.48,0.21,0.36,9
0.62,0.51,0.18,1.28,0.57,0.24,0.39,9
0.62,0.5,0.18,1.26,0.58,0.25,0.36,11
0.62,0.5,0.15,1.29,0.6,0.31,0.35,9
0.62,0.48,0.16,1.13,0.46,0.27,0.33,9
0.63,0.46,0.17,1.08,0.5,0.23,0.32,8
0.63,0.51,0.18,1.15,0.55,0.26,0.3,10
0.63,0.52,0.16,1.26,0.57,0.33,0.32,8
0.63,0.48,0.16,1.2,0.59,0.24,0.32,11
0.63,0.49,0.17,1.32,0.59,0.35,0.35,8
0.63,0.51,0.18,1.27,0.6,0.3,0.32,10
0.63,0.49,0.15,1.06,0.51,0.18,0.34,11
0.63,0.48,0.15,1.06,0.52,0.22,0.28,9
0.63,0.5,0.16,1.09,0.5,0.22,0.32,11
0.64,0.49,0.16,1.1,0.53,0.19,0.35,9
0.64,0.5,0.17,1.46,0.71,0.26,0.39,8
0.64,0.5,0.18,1.21,0.71,0.27,0.32,8
0.64,0.48,0.17,1.19,0.52,0.27,0.37,9
0.64,0.51,0.16,0.99,0.41,0.23,0.31,9
0.64,0.57,0.23,1.52,0.64,0.37,0.41,14
0.64,0.53,0.18,1.31,0.49,0.3,0.41,9
0.65,0.51,0.16,1.18,0.56,0.24,0.35,10
0.65,0.5,0.2,1.4,0.62,0.35,0.37,9
0.65,0.53,0.16,1.51,0.75,0.25,0.43,10
0.65,0.51,0.17,1.16,0.48,0.27,0.35,10
