"height","lengthe","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","class"
8,32,256,4,0.38,0.8,2.04,96,205,47,0
6,14,84,2.33,0.51,1,3.07,43,84,14,0
8,23,184,2.88,0.35,0.72,2,64,133,32,0
9,40,360,4.44,0.34,0.68,2.07,124,246,60,0
8,14,112,1.75,0.41,0.99,2.56,46,111,18,0
8,32,256,4,0.4,0.77,2.1,101,198,48,0
10,31,310,3.1,0.32,0.75,1.66,98,233,59,0
8,33,264,4.13,0.38,0.98,1.6,99,259,62,0
8,20,160,2.5,0.41,0.91,1.86,65,145,35,0
8,12,96,1.5,0.41,0.92,1.56,39,88,25,0
7,34,238,4.86,0.4,0.85,1.81,96,202,53,0
11,109,1199,9.91,0.23,0.62,1.92,281,743,146,0
10,103,1030,10.3,0.25,0.61,1.77,258,628,146,0
9,91,819,10.11,0.16,0.44,1.86,132,360,71,0
9,9,81,1,0.36,0.73,2.23,29,59,13,0
8,12,96,1.5,0.38,0.93,1.8,36,89,20,0
8,40,320,5,0.35,0.91,1.81,112,290,62,0
10,57,570,5.7,0.33,0.7,1.98,186,396,94,0
10,28,280,2.8,0.34,0.98,2.13,96,273,45,0
10,8,80,0.8,0.31,0.9,1.56,25,72,16,0
10,15,150,1.5,0.31,0.78,2.24,47,117,21,0
6,3,18,0.5,0.56,0.56,10,10,10,1,0
7,20,140,2.86,0.49,0.98,1.82,69,137,38,0
7,20,140,2.86,0.46,0.86,2.46,64,120,26,0
6,8,48,1.33,0.6,0.9,3.22,29,43,9,0
5,3,15,0.6,0.6,0.6,9,9,9,1,0
5,2,10,0.4,0.7,0.7,7,7,7,1,0
11,221,2431,20.09,0.25,0.54,1.95,607,1323,312,0
7,35,245,5,0.45,0.77,2.48,109,189,44,0
10,33,330,3.3,0.35,0.75,2.07,116,246,56,0
8,7,56,0.88,0.5,0.79,3.11,28,44,9,0
8,12,96,1.5,0.53,0.81,2.83,51,78,18,0
8,16,128,2,0.42,0.85,1.8,54,109,30,0
7,20,140,2.86,0.43,0.99,2,60,139,30,0
7,4,28,0.57,0.5,1,2.33,14,28,6,0
7,35,245,5,0.49,1,2.2,121,245,55,0
9,33,297,3.67,0.36,0.63,2.47,106,187,43,0
6,30,180,5,0.45,0.83,3.12,81,150,26,0
6,26,156,4.33,0.52,0.96,2.25,81,149,36,0
5,26,130,5.2,0.49,0.79,2.37,64,102,27,0
5,22,110,4.4,0.54,0.91,2.19,59,100,27,0
6,15,90,2.5,0.47,0.71,3.23,42,64,13,0
5,19,95,3.8,0.51,0.8,2.18,48,76,22,0
6,37,222,6.17,0.39,0.76,2.23,87,168,39,0
5,11,55,2.2,0.6,0.82,2.75,33,45,12,0
5,13,65,2.6,0.55,0.8,3,36,52,12,0
5,14,70,2.8,0.44,0.74,2.21,31,52,14,0
9,25,225,2.78,0.33,0.5,2.55,74,113,29,0
8,10,80,1.25,0.35,0.76,1.75,28,61,16,0
11,54,594,4.91,0.32,0.7,2.07,188,414,91,0
10,29,290,2.9,0.3,0.73,2.1,88,212,42,0
10,16,160,1.6,0.29,0.74,2.19,46,119,21,0
10,39,390,3.9,0.34,0.59,2.79,134,230,48,0
8,14,112,1.75,0.48,0.68,3,54,76,18,0
8,12,96,1.5,0.46,0.67,3.67,44,64,12,0
8,35,280,4.38,0.43,0.84,2.09,119,236,57,0
8,9,72,1.13,0.36,0.82,1.73,26,59,15,0
8,22,176,2.75,0.3,0.48,2.6,52,85,20,0
8,36,288,4.5,0.3,0.53,2.21,86,153,39,0
6,16,96,2.67,0.28,0.54,2.45,27,52,11,0
8,31,248,3.88,0.35,0.84,1.98,87,208,44,0
8,45,360,5.63,0.3,0.56,1.88,107,203,57,0
5,23,115,4.6,0.5,0.78,2.42,58,90,24,0
8,34,272,4.25,0.36,0.72,1.88,98,195,52,0
8,12,96,1.5,0.4,0.99,1.9,38,95,20,0
10,28,280,2.8,0.31,0.96,1.78,87,268,49,0
10,41,410,4.1,0.36,0.96,2.15,146,392,68,0
8,15,120,1.88,0.48,1,2.38,57,120,24,0
8,12,96,1.5,0.44,1,2.1,42,96,20,0
10,9,90,0.9,0.36,0.93,1.6,32,84,20,0
10,36,360,3.6,0.37,0.79,2.28,132,284,58,0
6,26,156,4.33,0.42,0.77,2.36,66,120,28,0
4,24,96,6,0.57,0.96,2.04,55,92,27,0
5,30,150,6,0.59,0.96,2.44,88,144,36,0
8,71,568,8.88,0.29,0.57,1.64,164,326,100,0
10,16,160,1.6,0.44,1,2.22,71,160,32,0
10,14,140,1.4,0.37,0.89,2.89,52,124,18,0
10,16,160,1.6,0.3,1,1.85,48,160,26,0
10,15,150,1.5,0.3,1,1.88,45,150,24,0
10,7,70,0.7,0.36,0.76,2.78,25,53,9,0
10,74,740,7.4,0.3,0.71,2.17,224,524,103,0
8,30,240,3.75,0.3,0.86,2.09,71,207,34,0
10,51,510,5.1,0.34,0.77,2.12,172,394,81,0
10,79,790,7.9,0.24,0.74,1.79,193,586,108,0
11,127,1397,11.55,0.27,0.69,2.23,371,959,166,0
10,20,200,2,0.32,0.61,2.13,64,122,30,0
7,20,140,2.86,0.46,0.9,2.71,65,126,24,0
9,18,162,2,0.32,0.65,2.26,52,106,23,0
10,35,350,3.5,0.31,0.72,1.88,109,252,58,0
8,19,152,2.38,0.43,0.66,3,66,101,22,0
11,64,704,5.82,0.25,0.6,2,176,420,88,0
10,33,330,3.3,0.34,0.93,1.66,113,306,68,0
10,16,160,1.6,0.34,0.89,2.08,54,142,26,0
8,14,112,1.75,0.44,0.77,2.23,49,86,22,0
10,76,760,7.6,0.32,0.69,1.99,245,524,123,0
8,9,72,1.13,0.38,0.74,2.45,27,53,11,0
8,21,168,2.63,0.44,0.92,2.35,73,154,31,0
7,5,35,0.71,0.49,0.94,4.25,17,33,4,0
7,7,49,1,0.35,0.63,2.83,17,31,6,0
7,25,175,3.57,0.35,0.61,2.14,62,106,29,0
9,53,477,5.89,0.34,0.6,2.42,160,287,66,0
5,5,25,1,0.52,1,2.17,13,25,6,0
5,14,70,2.8,0.56,0.87,2.79,39,61,14,0
6,12,72,2,0.38,0.96,1.93,27,69,14,0
5,20,100,4,0.54,0.95,2.35,54,95,23,0
11,19,209,1.73,0.31,0.79,2.46,64,165,26,0
8,59,472,7.38,0.31,0.78,1.84,145,366,79,0
8,5,40,0.63,0.38,0.95,2.14,15,38,7,0
8,6,48,0.75,0.33,0.98,1.78,16,47,9,0
8,8,64,1,0.47,0.84,2.73,30,54,11,0
10,41,410,4.1,0.3,0.69,2.07,124,283,60,0
8,29,232,3.63,0.4,0.88,2.38,93,205,39,0
8,19,152,2.38,0.45,1,2.16,69,152,32,0
8,33,264,4.13,0.37,0.8,1.92,98,210,51,0
7,6,42,0.86,0.5,1,2.33,21,42,9,0
8,92,736,11.5,0.36,0.91,1.75,264,672,151,0
5,10,50,2,0.56,0.96,2.33,28,48,12,0
10,228,2280,22.8,0.26,0.61,1.87,592,1390,316,0
10,18,180,1.8,0.31,0.71,1.93,56,127,29,0
10,12,120,1.2,0.33,0.96,1.82,40,115,22,0
10,18,180,1.8,0.29,0.88,1.96,53,159,27,0
10,23,230,2.3,0.35,0.89,2.22,80,205,36,0
8,24,192,3,0.32,0.97,1.56,61,187,39,0
10,66,660,6.6,0.27,0.64,1.87,178,421,95,0
7,62,434,8.86,0.39,0.87,1.87,170,378,91,0
8,14,112,1.75,0.39,0.71,2.32,44,79,19,0
5,7,35,1.4,0.57,1,2.5,20,35,8,0
11,262,2882,23.82,0.26,0.79,1.94,747,2271,386,0
8,15,120,1.88,0.46,0.91,2.5,55,109,22,0
10,25,250,2.5,0.34,0.82,1.89,85,204,45,0
8,7,56,0.88,0.48,0.95,2.7,27,53,10,0
8,12,96,1.5,0.39,0.9,1.68,37,86,22,0
8,13,104,1.63,0.47,1,1.81,49,104,27,0
8,6,48,0.75,0.38,0.9,1.8,18,43,10,0
10,30,300,3,0.36,0.87,2.14,107,261,50,0
10,10,100,1,0.34,0.93,1.89,34,93,18,0
8,12,96,1.5,0.4,0.97,1.81,38,93,21,0
8,20,160,2.5,0.39,0.94,2.25,63,151,28,0
8,16,128,2,0.38,0.74,2.33,49,95,21,0
6,18,108,3,0.49,0.88,2.04,53,95,26,0
6,4,24,0.67,0.58,1,4.67,14,24,3,0
8,25,200,3.13,0.41,0.87,1.84,81,173,44,0
8,24,192,3,0.32,0.69,2.65,61,132,23,0
8,19,152,2.38,0.4,0.7,1.94,60,107,31,0
8,8,64,1,0.44,0.81,4.67,28,52,6,0
10,262,2620,26.2,0.29,0.74,1.79,754,1945,421,0
8,39,312,4.88,0.42,0.96,1.83,132,298,72,0
10,23,230,2.3,0.29,0.62,2.2,66,142,30,0
7,27,189,3.86,0.4,0.75,1.81,76,141,42,0
5,27,135,5.4,0.61,0.99,2.34,82,134,35,0
7,20,140,2.86,0.44,0.74,2.35,61,103,26,0
8,23,184,2.88,0.36,0.97,2.03,67,178,33,0
8,20,160,2.5,0.43,1,2.27,68,160,30,0
8,35,280,4.38,0.36,0.92,1.64,100,258,61,0
10,30,300,3,0.33,0.93,1.79,100,279,56,0
10,19,190,1.9,0.33,0.77,1.59,62,146,39,0
10,46,460,4.6,0.32,0.68,1.85,146,314,79,0
10,28,280,2.8,0.34,0.85,1.68,94,238,56,0
8,41,328,5.13,0.38,0.95,1.61,124,310,77,0
8,14,112,1.75,0.43,1,2.4,48,112,20,0
10,33,330,3.3,0.35,0.78,1.9,114,257,60,0
8,40,320,5,0.37,0.92,1.75,119,294,68,0
7,20,140,2.86,0.46,1,2.24,65,140,29,0
10,45,450,4.5,0.3,0.56,2.25,133,251,59,0
6,18,108,3,0.44,0.99,1.71,48,107,28,0
6,14,84,2.33,0.54,1,2.05,45,84,22,0
5,4,20,0.8,0.7,1,2.33,14,20,6,0
9,14,126,1.56,0.33,0.9,2.47,42,113,17,0
8,60,480,7.5,0.34,0.92,1.85,161,439,87,0
8,5,40,0.63,0.4,1,2.67,16,40,6,0
10,41,410,4.1,0.28,0.63,1.93,114,259,59,0
8,14,112,1.75,0.51,0.77,3,57,86,19,0
8,23,184,2.88,0.45,0.83,2.08,83,153,40,0
8,9,72,1.13,0.36,0.9,1.63,26,65,16,0
8,12,96,1.5,0.39,0.95,1.48,37,91,25,0
8,20,160,2.5,0.36,0.93,1.93,58,149,30,0
8,16,128,2,0.36,0.78,2,46,100,23,0
8,12,96,1.5,0.4,0.97,1.65,38,93,23,0
8,14,112,1.75,0.38,0.8,1.72,43,89,25,0
8,33,264,4.13,0.35,0.89,1.57,91,234,58,0
10,46,460,4.6,0.3,0.6,2.09,138,278,66,0
6,4,24,0.67,0.67,1,4,16,24,4,0
8,49,392,6.13,0.41,0.76,1.93,162,298,84,0
8,34,272,4.25,0.36,0.75,1.87,97,204,52,0
6,10,60,1.67,0.48,0.93,2.07,29,56,14,0
5,14,70,2.8,0.59,0.94,2.28,41,66,18,0
11,261,2871,23.73,0.24,0.52,1.93,698,1505,361,0
10,262,2620,26.2,0.27,0.76,1.8,719,1984,399,0
10,260,2600,26,0.28,0.74,1.78,732,1916,412,0
10,262,2620,26.2,0.29,0.83,1.76,761,2163,432,0
8,11,88,1.38,0.48,0.97,2,42,85,21,0
8,37,296,4.63,0.33,0.83,1.87,99,246,53,0
8,24,192,3,0.26,0.67,1.85,50,129,27,0
8,19,152,2.38,0.42,0.97,1.83,64,148,35,0
8,33,264,4.13,0.33,0.85,2,86,224,43,0
10,30,300,3,0.36,0.71,2.42,109,213,45,0
8,7,56,0.88,0.48,0.95,2.45,27,53,11,0
7,41,287,5.86,0.36,0.86,1.85,102,246,55,0
8,30,240,3.75,0.34,0.9,2,82,215,41,0
10,262,2620,26.2,0.27,0.7,1.83,716,1841,391,0
8,53,424,6.63,0.35,0.77,1.93,147,325,76,0
8,30,240,3.75,0.36,0.85,2.29,87,204,38,0
8,18,144,2.25,0.44,0.98,2.74,63,141,23,0
9,52,468,5.78,0.29,0.65,1.84,134,305,73,0
10,29,290,2.9,0.29,0.8,1.83,84,233,46,0
8,13,104,1.63,0.36,0.94,1.76,37,98,21,0
8,9,72,1.13,0.36,0.79,2.17,26,57,12,0
8,12,96,1.5,0.4,0.99,1.9,38,95,20,0
10,22,220,2.2,0.31,0.58,2.34,68,128,29,0
9,89,801,9.89,0.3,0.56,2.18,240,448,110,0
10,26,260,2.6,0.35,0.82,2.33,91,213,39,0
9,18,162,2,0.33,0.91,1.89,53,148,28,0
9,4,36,0.44,0.44,1,8,16,36,2,0
10,58,580,5.8,0.3,0.84,2.17,174,487,80,0
8,18,144,2.25,0.39,0.93,2.24,56,134,25,0
8,61,488,7.63,0.34,0.88,1.94,167,427,86,0
8,19,152,2.38,0.43,0.96,1.76,65,146,37,0
8,34,272,4.25,0.38,0.97,1.84,103,264,56,0
10,27,270,2.7,0.37,0.83,1.87,99,224,53,0
10,38,380,3.8,0.31,0.63,2.13,117,240,55,0
8,12,96,1.5,0.48,1,2.19,46,96,21,0
8,20,160,2.5,0.41,0.98,2.06,66,157,32,0
8,16,128,2,0.42,0.99,1.86,54,127,29,0
8,10,80,1.25,0.33,0.91,1.53,26,73,17,0
8,22,176,2.75,0.4,0.82,2.06,70,144,34,0
8,31,248,3.88,0.38,0.72,2.02,93,179,46,0
10,34,340,3.4,0.3,0.82,1.84,103,277,56,0
9,32,288,3.56,0.33,0.89,1.79,95,256,53,0
8,25,200,3.13,0.42,1,1.89,83,200,44,0
8,23,184,2.88,0.46,1,1.89,85,184,45,0
8,12,96,1.5,0.42,0.93,1.74,40,89,23,0
10,26,260,2.6,0.35,0.77,2.09,92,200,44,0
11,261,2871,23.73,0.25,0.66,2,722,1898,361,0
11,175,1925,15.91,0.21,0.47,1.98,405,902,205,0
8,40,320,5,0.36,0.81,1.68,116,258,69,0
8,70,560,8.75,0.28,0.73,1.68,156,407,93,0
10,262,2620,26.2,0.28,0.69,1.89,736,1811,390,0
8,23,184,2.88,0.38,0.88,2.09,69,162,33,0
8,39,312,4.88,0.37,0.99,2.05,115,309,56,0
8,9,72,1.13,0.43,1,2.38,31,72,13,0
8,10,80,1.25,0.36,0.91,3.22,29,73,9,0
10,40,400,4,0.3,0.68,1.9,118,272,62,0
7,14,98,2,0.5,1,2.72,49,98,18,0
9,30,270,3.33,0.3,0.71,1.86,82,192,44,0
7,25,175,3.57,0.43,1,1.81,76,175,42,0
5,26,130,5.2,0.52,0.99,1.89,68,128,36,0
8,12,96,1.5,0.43,0.91,2.16,41,87,19,0
10,53,530,5.3,0.29,0.91,1.75,156,481,89,0
10,99,990,9.9,0.26,0.77,1.92,261,766,136,0
10,31,310,3.1,0.34,0.71,2.14,105,221,49,0
10,9,90,0.9,0.3,0.78,2.25,27,70,12,0
10,54,540,5.4,0.31,0.69,1.94,165,372,85,0
8,50,400,6.25,0.38,0.92,1.7,151,366,89,0
8,15,120,1.88,0.42,0.93,2.17,50,111,23,0
8,35,280,4.38,0.39,0.92,1.96,110,257,56,0
10,34,340,3.4,0.28,0.8,1.86,95,272,51,0
8,16,128,2,0.34,0.9,1.91,44,115,23,0
7,12,84,1.71,0.39,0.69,2.36,33,58,14,0
8,24,192,3,0.44,0.84,1.95,84,161,43,0
8,17,136,2.13,0.38,0.86,2.48,52,117,21,0
8,19,152,2.38,0.39,0.81,1.97,59,123,30,0
8,24,192,3,0.32,0.69,2.21,62,132,28,0
10,31,310,3.1,0.33,0.95,2.08,102,295,49,0
8,80,640,10,0.35,0.93,1.75,222,597,127,0
9,15,135,1.67,0.24,0.83,1.57,33,112,21,0
11,74,814,6.73,0.25,0.7,1.97,201,566,102,0
10,39,390,3.9,0.31,0.72,1.69,120,281,71,0
10,73,730,7.3,0.27,0.79,1.84,199,577,108,0
8,33,264,4.13,0.36,0.71,2,94,186,47,0
5,8,40,1.6,0.68,0.98,3,27,39,9,0
6,4,24,0.67,0.58,0.79,3.5,14,19,4,0
10,251,2510,25.1,0.28,0.71,1.77,705,1776,398,0
10,52,520,5.2,0.3,0.75,2.09,155,391,74,0
8,25,200,3.13,0.31,0.67,1.63,62,134,38,0
8,9,72,1.13,0.38,0.99,2.08,27,71,13,0
8,35,280,4.38,0.4,0.99,1.88,111,276,59,0
8,17,136,2.13,0.42,0.96,2.11,57,130,27,0
7,18,126,2.57,0.36,0.87,2.14,45,109,21,0
7,38,266,5.43,0.35,0.9,2.04,94,240,46,0
6,4,24,0.67,0.54,1,1.86,13,24,7,0
7,21,147,3,0.31,0.67,2.09,46,98,22,0
10,242,2420,24.2,0.26,0.58,2.08,630,1401,303,0
10,63,630,6.3,0.3,0.8,1.72,188,501,109,0
9,29,261,3.22,0.32,0.89,1.73,83,233,48,0
8,5,40,0.63,0.43,1,1.55,17,40,11,0
8,25,200,3.13,0.34,0.77,1.68,67,154,40,0
8,9,72,1.13,0.39,0.71,2.33,28,51,12,0
9,56,504,6.22,0.34,0.71,1.97,173,356,88,0
7,14,98,2,0.29,1,1.87,28,98,15,0
6,7,42,1.17,0.48,0.98,2.22,20,41,9,0
6,23,138,3.83,0.38,0.86,2.36,52,119,22,0
10,261,2610,26.1,0.27,0.71,1.81,701,1860,388,0
11,262,2882,23.82,0.24,0.62,1.91,697,1781,364,0
11,261,2871,23.73,0.25,0.64,1.93,707,1833,366,0
8,7,56,0.88,0.43,1,2.67,24,56,9,0
8,14,112,1.75,0.34,0.88,1.73,38,99,22,0
10,52,520,5.2,0.29,0.68,2.13,153,351,72,0
7,18,126,2.57,0.47,1,2.81,59,126,21,0
8,17,136,2.13,0.44,0.98,1.67,60,133,36,0
8,12,96,1.5,0.46,0.87,2.1,44,83,21,0
8,23,184,2.88,0.35,0.83,1.91,65,152,34,0
10,31,310,3.1,0.28,0.84,1.69,88,259,52,0
8,13,104,1.63,0.45,0.97,1.96,47,101,24,0
8,4,32,0.5,0.59,1,2.71,19,32,7,0
8,13,104,1.63,0.42,0.92,1.76,44,96,25,0
8,12,96,1.5,0.52,0.96,2.5,50,92,20,0
10,41,410,4.1,0.32,0.81,1.87,133,332,71,0
9,9,81,1,0.3,0.9,1.6,24,73,15,0
8,22,176,2.75,0.38,0.91,1.78,66,160,37,0
10,120,1200,12,0.28,0.77,1.7,335,918,197,0
9,64,576,7.11,0.18,0.48,2.32,102,276,44,0
7,53,371,7.57,0.34,0.58,2.4,127,215,53,0
8,33,264,4.13,0.44,0.89,1.89,115,234,61,0
9,42,378,4.67,0.33,0.82,1.71,123,311,72,0
7,13,91,1.86,0.43,0.95,2.05,39,86,19,0
7,18,126,2.57,0.4,0.98,1.79,50,124,28,0
7,19,133,2.71,0.45,0.97,2.73,60,129,22,0
7,4,28,0.57,0.54,1,5,15,28,3,0
7,20,140,2.86,0.41,0.93,1.97,57,130,29,0
9,29,261,3.22,0.31,0.65,1.95,80,169,41,0
9,46,414,5.11,0.32,0.86,1.72,131,355,76,0
8,13,104,1.63,0.37,0.93,1.65,38,97,23,0
8,12,96,1.5,0.39,0.7,2.47,37,67,15,0
8,50,400,6.25,0.36,0.73,1.97,144,291,73,0
7,9,63,1.29,0.37,0.7,1.64,23,44,14,0
10,27,270,2.7,0.3,0.64,1.98,81,174,41,0
7,41,287,5.86,0.42,1,1.73,121,287,70,0
9,18,162,2,0.33,0.77,1.83,53,124,29,0
5,7,35,1.4,0.69,1,3,24,35,8,0
5,14,70,2.8,0.54,0.93,2,38,65,19,0
5,27,135,5.4,0.55,1,2.18,74,135,34,0
5,7,35,1.4,0.6,1,2.33,21,35,9,0
5,15,75,3,0.55,0.95,2.05,41,71,20,0
8,32,256,4,0.38,0.98,2.09,96,251,46,0
8,5,40,0.63,0.53,1,3,21,40,7,0
8,26,208,3.25,0.37,0.82,1.75,77,171,44,0
8,25,200,3.13,0.38,0.8,1.81,76,159,42,0
8,52,416,6.5,0.38,0.88,1.88,158,366,84,0
8,15,120,1.88,0.43,0.93,1.96,51,111,26,0
8,24,192,3,0.38,0.96,1.8,72,185,40,0
8,22,176,2.75,0.43,1,2.42,75,176,31,0
10,119,1190,11.9,0.28,0.67,1.84,327,791,178,0
10,34,340,3.4,0.3,0.8,1.81,103,272,57,0
8,7,56,0.88,0.52,1,2.64,29,56,11,0
8,63,504,7.88,0.33,0.73,1.58,168,370,106,0
6,8,48,1.33,0.5,1,2.18,24,48,11,0
6,7,42,1.17,0.5,1,1.75,21,42,12,0
11,261,2871,23.73,0.23,0.6,1.87,662,1711,354,0
8,15,120,1.88,0.46,0.95,2.2,55,114,25,0
10,157,1570,15.7,0.23,0.57,1.65,366,887,222,0
10,171,1710,17.1,0.13,0.45,1.78,215,773,121,0
5,16,80,3.2,0.56,0.93,2.65,45,74,17,0
8,108,864,13.5,0.35,0.87,1.65,301,750,182,0
10,44,440,4.4,0.35,0.96,1.9,154,421,81,0
8,24,192,3,0.39,0.97,1.8,74,186,41,0
8,26,208,3.25,0.24,0.56,2.5,50,117,20,0
10,52,520,5.2,0.27,0.85,2,140,442,70,0
8,43,344,5.38,0.34,0.89,1.83,117,307,64,0
8,5,40,0.63,0.48,1,2.38,19,40,8,0
8,6,48,0.75,0.42,0.92,2.22,20,44,9,0
8,9,72,1.13,0.39,0.79,2,28,57,14,0
8,12,96,1.5,0.4,0.84,2.11,38,81,18,0
7,20,140,2.86,0.43,1,1.94,60,140,31,0
7,16,112,2.29,0.44,0.86,2.04,49,96,24,0
10,36,360,3.6,0.26,0.71,1.86,95,256,51,0
9,56,504,6.22,0.33,0.69,1.94,165,347,85,0
6,7,42,1.17,0.45,0.83,2.11,19,35,9,0
11,97,1067,8.82,0.27,0.64,2.04,284,678,139,0
10,9,90,0.9,0.34,0.86,1.72,31,77,18,0
10,37,370,3.7,0.33,0.9,2,122,332,61,0
10,14,140,1.4,0.31,0.9,1.91,44,126,23,0
10,40,400,4,0.3,0.68,2.07,118,273,57,0
10,41,410,4.1,0.27,0.54,1.98,109,221,55,0
10,212,2120,21.2,0.24,0.61,1.85,508,1293,274,0
10,45,450,4.5,0.28,0.72,1.84,127,323,69,0
8,18,144,2.25,0.4,1,1.61,58,144,36,0
8,38,304,4.75,0.34,0.77,1.75,103,233,59,0
7,45,315,6.43,0.38,0.77,2.22,120,243,54,0
6,16,96,2.67,0.49,0.84,1.96,47,81,24,0
9,40,360,4.44,0.28,0.88,1.6,99,315,62,0
10,20,200,2,0.38,0.86,2.27,75,171,33,0
8,16,128,2,0.41,0.93,1.68,52,119,31,0
8,21,168,2.63,0.42,0.96,1.94,70,161,36,0
8,7,56,0.88,0.36,0.96,1.82,20,54,11,0
8,4,32,0.5,0.41,0.78,2.17,13,25,6,0
8,32,256,4,0.39,0.9,1.62,99,229,61,0
10,23,230,2.3,0.34,0.79,1.88,79,182,42,0
7,9,63,1.29,0.4,0.84,2.78,25,53,9,0
9,33,297,3.67,0.36,0.82,2.02,107,243,53,0
6,4,24,0.67,0.5,0.75,6,12,18,2,0
11,262,2882,23.82,0.25,0.68,1.85,722,1951,391,0
11,132,1452,12,0.19,0.44,2.04,274,639,134,0
8,168,1344,21,0.32,0.91,1.76,430,1222,245,0
8,9,72,1.13,0.28,0.5,2.86,20,36,7,0
8,31,248,3.88,0.35,0.73,1.79,86,182,48,0
7,72,504,10.29,0.41,0.85,1.85,204,426,110,0
8,14,112,1.75,0.42,0.79,1.88,47,88,25,0
9,39,351,4.33,0.31,0.71,1.69,108,249,64,0
10,23,230,2.3,0.37,0.83,2.3,85,191,37,0
7,31,217,4.43,0.4,0.86,2.1,86,187,41,0
7,14,98,2,0.41,0.94,2.5,40,92,16,0
7,9,63,1.29,0.43,0.67,3,27,42,9,0
8,33,264,4.13,0.38,0.83,1.9,99,219,52,0
7,18,126,2.57,0.41,0.95,1.86,52,120,28,0
7,3,21,0.43,0.57,1,3,12,21,4,0
8,28,224,3.5,0.4,1,2.07,89,223,43,0
8,16,128,2,0.37,0.97,1.88,47,124,25,0
8,6,48,0.75,0.31,0.79,3,15,38,5,0
10,39,390,3.9,0.31,0.78,1.95,121,304,62,0
10,22,220,2.2,0.33,0.71,2.15,73,157,34,0
11,262,2882,23.82,0.24,0.57,1.84,685,1643,373,0
8,29,232,3.63,0.34,0.78,1.93,79,181,41,0
10,45,450,4.5,0.3,0.58,2.05,133,263,65,0
7,6,42,0.86,0.55,0.95,2.56,23,40,9,0
7,31,217,4.43,0.46,0.92,2.13,100,200,47,0
5,15,75,3,0.56,0.92,2.21,42,69,19,0
10,261,2610,26.1,0.26,0.68,1.77,689,1771,390,0
10,100,1000,10,0.27,0.72,1.82,267,724,147,0
10,93,930,9.3,0.27,0.78,1.78,249,729,140,0
10,59,590,5.9,0.25,0.76,1.7,148,450,87,0
10,78,780,7.8,0.26,0.75,1.76,199,586,113,0
8,25,200,3.13,0.3,0.59,2.22,60,118,27,0
10,43,430,4.3,0.26,0.71,1.8,110,304,61,0
9,10,90,1.11,0.39,0.89,1.94,35,80,18,0
8,3,24,0.38,0.5,1,3,12,24,4,0
8,36,288,4.5,0.32,0.78,1.86,93,225,50,0
8,18,144,2.25,0.17,0.46,2.5,25,66,10,0
8,7,56,0.88,0.34,0.96,1.36,19,54,14,0
8,14,112,1.75,0.4,1,1.55,45,112,29,0
8,46,368,5.75,0.36,0.96,1.79,131,352,73,0
7,22,154,3.14,0.4,1,1.85,61,154,33,0
7,20,140,2.86,0.46,0.99,2.32,65,138,28,0
8,48,384,6,0.35,0.87,1.89,136,332,72,0
7,9,63,1.29,0.46,0.89,2.42,29,56,12,0
7,35,245,5,0.4,0.94,1.9,99,230,52,0
7,8,56,1.14,0.41,0.71,2.3,23,40,10,0
7,11,77,1.57,0.46,0.97,1.75,35,75,20,0
7,25,175,3.57,0.35,0.74,2.26,61,129,27,0
8,119,952,14.88,0.34,0.92,1.7,321,876,189,0
8,39,312,4.88,0.3,0.76,1.38,95,236,69,0
7,20,140,2.86,0.34,0.71,2.24,47,99,21,0
7,4,28,0.57,0.39,1,2.2,11,28,5,0
7,6,42,0.86,0.36,1,1.67,15,42,9,0
10,35,350,3.5,0.09,0.16,2.67,32,55,12,0
7,49,343,7,0.32,0.61,1.91,109,210,57,0
7,3,21,0.43,0.57,1,4,12,21,3,0
7,23,161,3.29,0.35,1,1.37,56,161,41,0
5,23,115,4.6,0.45,0.91,1.79,52,105,29,0
11,112,1232,10.18,0.22,0.47,1.73,267,578,154,0
8,23,184,2.88,0.32,0.9,1.51,59,165,39,0
10,116,1160,11.6,0.25,0.76,1.6,285,881,178,0
10,25,250,2.5,0.33,0.77,1.89,83,193,44,0
8,40,320,5,0.35,0.91,1.63,111,292,68,0
10,48,480,4.8,0.3,0.56,2.15,144,267,67,0
8,12,96,1.5,0.43,0.75,2.05,41,72,20,0
8,18,144,2.25,0.35,0.76,1.65,51,109,31,0
8,24,192,3,0.33,0.63,1.75,63,120,36,0
8,16,128,2,0.38,0.78,1.69,49,100,29,0
8,33,264,4.13,0.37,0.68,1.88,98,179,52,0
8,53,424,6.63,0.38,0.92,1.87,161,388,86,0
10,22,220,2.2,0.32,0.78,1.79,70,171,39,0
10,176,1760,17.6,0.26,0.58,1.72,452,1026,263,0
7,12,84,1.71,0.41,0.99,1.62,34,83,21,0
8,25,200,3.13,0.36,0.88,1.73,71,176,41,0
7,36,252,5.14,0.41,0.86,1.84,103,217,56,0
8,43,344,5.38,0.33,0.75,1.81,112,258,62,0
7,12,84,1.71,0.45,0.95,2,38,80,19,0
7,16,112,2.29,0.42,0.77,1.96,47,86,24,0
10,22,220,2.2,0.28,0.6,1.74,61,131,35,0
8,41,328,5.13,0.32,0.64,1.66,106,211,64,0
6,8,48,1.33,0.46,0.73,2.44,22,35,9,0
22,67,1474,3.05,0.22,0.92,2.91,326,1354,112,0
15,67,1005,4.47,0.29,0.61,3.59,294,610,82,0
