Scatterplot Name,Dataset Name,Number of Entire Data,Number of Classes,Shape,Marker Size,M_distance,M_distance Calculation Time,LOF Distance,LOF Distance Calculation Time,Isolation Forest Distance,Isolation Forest Distance Calculation Time,Centroid Distance,Centroid Distance Calculation Time,Visibility Index,Visibility Index Calculation Time,MPix,MPix Calculation Time,Grid Density Overlap Degree,Grid Density Overlap Degree Calculation Time,Kernel Density Overlap Degree,Kernel Density Overlap Degree Calculation Time,Nearest Neighbor Distance,Nearest Neighbor Distance Calculation Time,Pairwise Bounding Box Overlap Degree,Pairwise Bounding Box Overlap Degree Calculation Time,No. Covered Data Points,No. Covered Data Points by Different Classes,Categories Covered Data Points by Different Classes
figure_descendingmarkersize10_clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,600,3,['lip_cluster' 'cluster'],10,0.6418523753747697,0.3187077045440674,0.3841548721051094,0.3216478824615478,0.9145049076937158,0.5134294033050537,0.5752901083025025,0.3237559795379638,0.935,0.1148140430450439,1387,0.1074635982513427,0.0,0.105907917022705,0.0294023527633922,0.0555438995361328,4.176231813436968,0.0041115283966064,-,15.0,10,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize60_clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,600,3,['lip_cluster' 'cluster'],60,0.3112980621659403,0.3502511978149414,0.1416440480722007,0.3495435714721679,0.956752363750904,0.5402472019195557,0.2534606166336838,0.3575482368469238,0.6033333333333334,0.1296412944793701,13125,0.1099593639373779,0.0,0.107598066329956,0.0294023527633922,0.0533692836761474,4.176231813436968,0.0040595531463623,-,15.0,16,3,"[{'category': 'group_0', 'number': 2}, {'category': 'group_2', 'number': 1}]"
figure_descendingmarkersize110_clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,600,3,['lip_cluster' 'cluster'],110,0.2439838505005429,4.139473676681519,0.1045145938266881,0.5606460571289062,1.1144020315588896,0.5921754837036133,0.1965681262255765,0.3750078678131103,0.4183333333333333,0.131685733795166,22265,0.1293666362762451,0.0,0.109889268875122,0.0294023527633922,0.0554695129394531,4.176231813436968,0.0041146278381347,-,15.0,18,4,"[{'category': 'group_0', 'number': 3}, {'category': 'group_2', 'number': 1}]"
figure_descendingmarkersize160_clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,clusternumber3_datanumber200_testnumbercategorymedium_repeatnumber2,600,3,['lip_cluster' 'cluster'],160,0.2085666087904355,0.4008212089538574,0.0866699151723338,4.407152891159058,1.4281365235461143,0.6114685535430908,0.1669148097069343,0.4069857597351074,0.3366666666666666,0.1357176303863525,28340,0.1316754817962646,0.0,0.1026785373687744,0.0294023527633922,0.055143117904663,4.176231813436968,0.0050632953643798,-,15.0,19,4,"[{'category': 'group_0', 'number': 3}, {'category': 'group_2', 'number': 1}]"
figure_category_basedmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],10,0.586067900593253,0.3251123428344726,0.543478354420543,4.316370964050293,0.8280922671872166,0.531425952911377,0.5192969602826997,0.3138129711151123,0.9216666666666666,0.11574387550354,1600,0.1096971035003662,0.0,0.1101634502410888,0.0303840891333686,0.0596539974212646,3.5874071409848307,0.0040159225463867,-,15.0,16,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],60,0.3797699907378734,0.3492066860198974,0.3462470884739421,0.3395600318908691,0.5438179938618194,0.5417344570159912,0.3318059905063376,4.4458327293396,0.465,0.119626760482788,13712,0.1210420131683349,0.0,0.1089303493499755,0.0303840891333686,0.0601551532745361,3.5874071409848307,0.0042691230773925,-,15.0,144,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],110,0.3270392825783934,0.3727607727050781,0.3022535081592082,0.3742051124572754,0.4828078953742677,0.5685865879058838,0.2830779333942111,4.540938138961792,0.2833333333333333,0.1238622665405273,20231,0.1212348937988281,0.0,0.1031734943389892,0.0303840891333686,0.0595793724060058,3.5874071409848307,0.004885196685791,-,15.0,247,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],160,0.3091775291890191,0.3946559429168701,0.2911107929065821,0.4030954837799072,0.4460333986198922,0.587130069732666,0.2676909632860784,0.3980321884155273,0.2333333333333333,4.405571699142456,23882,0.1304283142089843,0.0,0.1044619083404541,0.0303840891333686,0.0582871437072753,3.5874071409848307,0.0047371387481689,-,15.0,289,2,"[{'category': 'group_1', 'number': 2}]"
figure_ascendingmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],10,0.7795258296342683,0.3205714225769043,0.7892430133102916,0.3149216175079345,0.7362089901343327,0.5209016799926758,0.8205825595306152,0.3192732334136963,0.9216666666666666,0.1120681762695312,1600,0.1096925735473632,0.0,4.482580661773682,0.0303840891333685,0.0566942691802978,3.587407140984832,0.004765510559082,-,15.0,12,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],60,0.5839717245687661,0.345921516418457,0.5951411906361008,0.3529980182647705,0.4326503756486299,0.5500714778900146,0.633113881947414,0.350893497467041,0.465,0.1187086105346679,13712,0.1181206703186035,0.0,0.1038382053375244,0.0303840891333685,0.0588154792785644,3.587407140984832,0.0045044422149658,-,15.0,34,1,"[{'category': 'group_0', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],110,0.544779780813611,0.3785197734832763,0.568050206881463,0.3718485832214355,0.3429890287192116,0.5673370361328125,0.5970356054325674,0.3777506351470947,0.2833333333333333,0.1225852966308593,20231,0.1247127056121826,0.0,0.1064598560333252,0.0303840891333685,0.0599927902221679,3.587407140984832,0.0045101642608642,-,15.0,82,2,"[{'category': 'group_0', 'number': 2}]"
figure_ascendingmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],160,0.5299424700209828,4.107748031616211,0.5598887810064515,0.5763132572174072,0.2932193451807017,0.601984977722168,0.5824387715894602,0.3972301483154297,0.2333333333333333,0.1269948482513427,23882,0.1283636093139648,0.0,0.0999486446380615,0.0303840891333685,0.0583148002624511,3.587407140984832,0.0048964023590087,-,15.0,114,2,"[{'category': 'group_0', 'number': 2}]"
figure_descendingmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],10,0.4450818862248282,0.3169248104095459,0.3163827095942175,4.295329332351685,0.9623759538964324,0.5252597332000732,0.3787544650396293,0.3109498023986816,0.9216666666666666,0.1204774379730224,1600,0.1077539920806884,0.0,0.1087849140167236,0.0303840891333685,0.0590565204620361,3.587407140984832,0.0055134296417236,-,15.0,12,1,"[{'category': 'group_1', 'number': 1}]"
figure_descendingmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],60,0.2030961114056897,0.3465175628662109,0.1074307620455909,0.3506166934967041,0.980792337142735,4.800060033798218,0.1672282156434947,0.351539134979248,0.465,0.1159746646881103,13712,0.1198341846466064,0.0,0.1076984405517578,0.0303840891333685,0.0587430000305175,3.587407140984832,0.005577802658081,-,15.0,17,5,"[{'category': 'group_2', 'number': 1}, {'category': 'group_0', 'number': 2}, {'category': 'group_1', 'number': 2}]"
figure_descendingmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],110,0.1546024260780357,0.3751039505004883,0.0772827471366622,0.3756749629974365,1.346748778720544,0.5627286434173584,0.1265739300962123,4.727189064025879,0.2833333333333333,0.1239449977874755,20231,0.1279163360595703,0.0,0.1060934066772461,0.0303840891333685,0.059779405593872,3.587407140984832,0.005117654800415,-,15.0,17,5,"[{'category': 'group_2', 'number': 1}, {'category': 'group_0', 'number': 2}, {'category': 'group_1', 'number': 2}]"
figure_descendingmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber0,600,3,['lip_cluster' 'cluster'],160,0.132313001218681,0.3981344699859619,0.063831392949285,0.4021434783935547,2.1788174655481303,0.5960409641265869,0.1080664612438911,0.4025006294250488,0.2333333333333333,4.490341663360596,23882,0.1339414119720459,0.0,0.1056079864501953,0.0303840891333685,0.0592038631439209,3.587407140984832,0.0050032138824462,-,15.0,18,5,"[{'category': 'group_2', 'number': 1}, {'category': 'group_0', 'number': 2}, {'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],10,0.7636437342154874,0.3172721862792969,0.6914709111017214,0.3187611103057861,0.8196646858275312,0.5144703388214111,0.7559890766417835,0.3203372955322265,0.9733333333333334,0.1186616420745849,1218,0.1121373176574707,0.0,4.386538982391357,0.0305113272363087,0.0506954193115234,4.630847625401695,0.0042495727539062,-,15.0,9,1,"[{'category': 'group_1', 'number': 1}]"
figure_category_basedmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],60,0.3797201564051919,0.3480358123779297,0.2515924066393591,0.3552558422088623,0.6271648777426235,0.5328686237335205,0.3296843630395274,0.3499822616577148,0.695,0.1310236454010009,14898,0.1166198253631591,0.0,0.1064314842224121,0.0305113272363087,0.0507891178131103,4.630847625401695,0.0059835910797119,-,15.0,67,2,"[{'category': 'group_1', 'number': 2}]"
figure_category_basedmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],110,0.2990885768583936,0.3758995532989502,0.1807606920097632,0.3803260326385498,0.5853459666773375,0.5616061687469482,0.2519979793039345,0.3780550956726074,0.4416666666666666,0.1273016929626464,24610,0.1239922046661377,0.0,0.1053240299224853,0.0305113272363087,0.0506398677825927,4.630847625401695,0.0047593116760253,-,15.0,159,3,"[{'category': 'group_1', 'number': 3}]"
figure_category_basedmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],160,0.2638309377679222,4.779799222946167,0.1537236601738866,0.4248876571655273,0.5703718687873931,0.5895237922668457,0.2207237566414085,0.392751932144165,0.2983333333333333,0.13431978225708,30350,0.1320593357086181,0.0,0.1019515991210937,0.0305113272363087,0.0504372119903564,4.630847625401695,0.0058434009552001,-,15.0,219,4,"[{'category': 'group_1', 'number': 4}]"
figure_ascendingmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],10,0.8729764494129645,0.3238098621368408,0.8432768802539422,0.3200752735137939,0.7862782106434777,4.741654872894287,0.8610007196349934,0.3145034313201904,0.9733333333333334,0.1180775165557861,1218,0.1049089431762695,0.0,0.1038007736206054,0.0305113272363087,0.0499615669250488,4.630847625401695,0.0055618286132812,-,15.0,6,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],60,0.670250230214291,0.3558354377746582,0.6262178949261963,0.3498055934906006,0.4840457800138743,0.5350561141967773,0.6696772822521926,4.485289096832275,0.695,0.1358335018157959,14898,0.1189918518066406,0.0,0.1073029041290283,0.0305113272363087,0.0512900352478027,4.630847625401695,0.004737377166748,-,15.0,12,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],110,0.6186025264165731,0.387312650680542,0.5777858761136476,0.3790817260742187,0.3835376061917528,0.5698161125183105,0.6238232542612168,0.3766837120056152,0.4416666666666666,4.702721357345581,24610,0.1271405220031738,0.0,0.101039171218872,0.0305113272363087,0.0534882545471191,4.630847625401695,0.005098819732666,-,15.0,33,1,"[{'category': 'group_1', 'number': 1}]"
figure_ascendingmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],160,0.5974004598578817,0.4250946044921875,0.5594028121878636,0.4147181510925293,0.3252402694879538,0.5990288257598877,0.6047642243894658,0.4070303440093994,0.2983333333333333,0.1321494579315185,30350,4.799501180648804,0.0,0.1065506935119628,0.0305113272363087,0.0674881935119628,4.630847625401695,0.0061538219451904,-,15.0,61,1,"[{'category': 'group_1', 'number': 1}]"
figure_descendingmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],10,0.6284268506586854,0.3344535827636719,0.5600359057015236,0.3371651172637939,0.9166316165412788,0.5076806545257568,0.5731715485899507,0.3256287574768066,0.9733333333333334,0.1172521114349365,1218,0.1087007522583007,0.0,0.1018457412719726,0.0305113272363087,0.050309419631958,4.630847625401695,0.0046203136444091,-,15.0,6,1,"[{'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],60,0.3021829106252987,0.3754920959472656,0.2054928809153717,0.3632431030273437,0.7905370074149444,0.5647377967834473,0.2465088567366699,0.3568892478942871,0.695,0.1314785480499267,14898,0.1134335994720459,0.0,0.1111760139465332,0.0305113272363087,0.0517725944519043,4.630847625401695,0.0054142475128173,-,15.0,8,2,"[{'category': 'group_1', 'number': 1}, {'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],110,0.2286982423049102,4.605547189712524,0.1443761175590766,0.3819386959075928,0.8523116774883683,0.5694160461425781,0.1813228226959288,0.3706049919128418,0.4416666666666666,0.1336166858673095,24610,0.1256117820739746,0.0,0.1079902648925781,0.0305113272363087,0.0526390075683593,4.630847625401695,0.0040981769561767,-,15.0,9,3,"[{'category': 'group_1', 'number': 2}, {'category': 'group_0', 'number': 1}]"
figure_descendingmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber1,600,3,['cluster'],160,0.1944728809666659,0.4099264144897461,0.119564867089878,0.4685094356536865,0.9807269761136131,4.882977247238159,0.1527164122563951,0.4045801162719726,0.2983333333333333,0.1341867446899414,30350,0.1338047981262207,0.0,0.1049559116363525,0.0305113272363087,0.0517663955688476,4.630847625401695,0.0041260719299316,-,15.0,10,4,"[{'category': 'group_1', 'number': 3}, {'category': 'group_0', 'number': 1}]"
figure_category_basedmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],10,0.800211959269213,0.319589614868164,0.7895453379411828,0.3279695510864258,0.9114140672063872,0.5145795345306396,0.7878359784485036,4.50977635383606,0.9516666666666668,0.1208961009979248,1087,0.1110677719116211,0.0,0.1097803115844726,0.0296834841468068,0.0749874114990234,4.998926649726998,0.004997968673706,-,15.0,15,0,[]
figure_category_basedmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],60,0.4194735726994534,0.3617830276489258,0.3610290488055501,0.363530158996582,0.7480718482371118,0.6116344928741455,0.3721639486003764,0.3596041202545166,0.78,0.1476218700408935,15191,4.473772287368774,0.0,0.1043703556060791,0.0296834841468068,0.074897289276123,4.998926649726998,0.0050611495971679,-,15.0,51,3,"[{'category': 'group_0', 'number': 3}]"
figure_category_basedmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],110,0.3390785670284659,0.3989994525909424,0.2794711874271298,0.3905277252197265,0.6838904307035168,0.6022024154663086,0.296449313832642,0.3813447952270508,0.5433333333333333,0.1394603252410888,26691,0.1224610805511474,0.0,4.186981201171875,0.0296834841468068,0.0733397006988525,4.998926649726998,0.0053064823150634,-,15.0,121,3,"[{'category': 'group_0', 'number': 3}]"
figure_category_basedmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],160,0.2962515033142969,0.4216747283935547,0.2380481143842999,0.429534912109375,0.6680737601746287,0.6240875720977783,0.2569737885877341,0.4039790630340576,0.4083333333333333,0.1469724178314209,33939,0.1325452327728271,0.0,0.1087820529937744,0.0296834841468068,0.0737140178680419,4.998926649726998,0.0046734809875488,-,15.0,174,3,"[{'category': 'group_0', 'number': 3}]"
figure_ascendingmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],10,0.8815644833641365,0.3290755748748779,0.8737403186324921,0.3298485279083252,0.8638515788080322,0.5181066989898682,0.8983236217598446,0.315678596496582,0.9516666666666668,0.1246645450592041,1087,0.1135008335113525,0.0,0.1122829914093017,0.0296834841468068,0.0745983123779296,4.998926649726998,0.0054800510406494,-,15.0,14,0,[]
figure_ascendingmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],60,0.667212581568171,0.3594975471496582,0.6277755115559381,4.2599945068359375,0.568877038471145,0.5545001029968262,0.7080748217480293,0.3435471057891845,0.78,0.1388497352600097,15191,0.1191520690917968,0.0,0.1064820289611816,0.0296834841468068,0.0755715370178222,4.998926649726998,0.0053367614746093,-,15.0,16,0,[]
figure_ascendingmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],110,0.6007687321985421,0.3851478099822998,0.5578963483314989,0.4005510807037353,0.467212670077342,0.5894064903259277,0.642011388427027,4.419956922531128,0.5433333333333333,0.1432561874389648,26691,0.1276569366455078,0.0,0.1080777645111084,0.0296834841468068,0.0738956928253173,4.998926649726998,0.0048222541809082,-,15.0,32,0,[]
figure_ascendingmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],160,0.5628212991530492,0.4197626113891601,0.5204833131553771,0.4230036735534668,0.411357048645785,0.6087756156921387,0.6046684294310167,0.3978486061096191,0.4083333333333333,4.172269344329834,33939,0.1307811737060547,0.0,0.1076986789703369,0.0296834841468068,0.0737712383270263,4.998926649726998,0.0041124820709228,-,15.0,47,0,[]
figure_descendingmarkersize10_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],10,0.7984269470917015,0.3251011371612549,0.7892920521159419,0.3301432132720947,0.9130230566695824,0.5396504402160645,0.786803577031378,0.31683349609375,0.9516666666666668,0.1167383193969726,1087,0.1133112907409668,0.0,4.3204264640808105,0.0296834841468068,0.075857400894165,4.9989266497269975,0.0051360130310058,-,15.0,12,0,[]
figure_descendingmarkersize60_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],60,0.4107881685643088,0.3627805709838867,0.3600299115911908,0.3565187454223633,0.7555324490457549,0.542931318283081,0.3667480180618475,0.3558042049407959,0.78,0.1401140689849853,15191,0.1164252758026123,0.0,0.1137337684631347,0.0296834841468068,0.0741004943847656,4.9989266497269975,0.0051584243774414,-,15.0,15,3,"[{'category': 'group_0', 'number': 3}]"
figure_descendingmarkersize110_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],110,0.32518815409005,0.3995795249938965,0.2780119645025664,0.3905298709869385,0.7071473055174874,0.5829386711120605,0.2884420455227134,0.384944200515747,0.5433333333333333,0.1693470478057861,26691,0.1282920837402343,0.0,0.1021687984466552,0.0296834841468068,0.0748858451843261,4.9989266497269975,0.0047533512115478,-,15.0,16,3,"[{'category': 'group_0', 'number': 3}]"
figure_descendingmarkersize160_clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,clusternumber3_datanumber200_testnumbercategorysmall_repeatnumber2,600,3,['cluster' 'lip_cluster'],160,0.279559523512774,0.4153497219085693,0.2364610497673012,4.497752189636231,0.7078138633749734,0.6016106605529785,0.2475949415675756,0.4017298221588135,0.4083333333333333,0.1513252258300781,33939,0.1520347595214843,0.0,0.1053521633148193,0.0296834841468068,0.0737802982330322,4.9989266497269975,0.0055313110351562,-,15.0,16,3,"[{'category': 'group_0', 'number': 3}]"
figure_category_basedmarkersize10_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],10,0.4957927839347997,0.3479962348937988,0.2200065394627555,0.3764894008636474,0.7991577017578351,4.600423574447632,0.4762259125572559,0.3430023193359375,0.7006666666666667,0.1351728439331054,5771,0.1162199974060058,0.004,0.1131594181060791,0.0292703042104031,0.1389591693878173,2.5324519049651566,0.010127305984497,-,15.0,172,2,"[{'category': 'group_0', 'number': 2}]"
figure_category_basedmarkersize60_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],60,0.3152725364462705,0.4142889976501465,0.0964864521025363,0.448465347290039,0.7561923002493149,0.6151964664459229,0.3118513220096094,0.4041774272918701,0.2686666666666666,4.138885498046875,21938,0.1419100761413574,0.004,0.1233813762664794,0.0292703042104031,0.1325314044952392,2.5324519049651566,0.0116240978240966,-,15.0,729,5,"[{'category': 'group_0', 'number': 5}]"
figure_category_basedmarkersize110_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],110,0.2654596046328773,0.4691503047943115,0.0735870068735489,0.4811594486236572,0.789943619670622,0.6712930202484131,0.2650721495876966,0.4704649448394775,0.1946666666666666,0.1600210666656494,31384,0.1668436527252197,0.004,4.110729217529297,0.0292703042104031,0.1225912570953369,2.5324519049651566,0.010737657546997,-,15.0,904,5,"[{'category': 'group_0', 'number': 5}]"
figure_category_basedmarkersize160_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],160,0.2391038364135121,0.5495758056640625,0.063060391935704,0.5457248687744141,0.8485439811502459,0.7444345951080322,0.2399853381112578,0.5298581123352051,0.1486666666666666,0.1703264713287353,37647,0.1699244976043701,0.004,0.1064159870147705,0.0292703042104031,0.1278321743011474,2.5324519049651566,0.0110411643981933,-,15.0,996,5,"[{'category': 'group_0', 'number': 5}]"
figure_ascendingmarkersize10_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],10,0.6758513428493778,0.3475444316864013,0.6933277814253729,0.3540008068084717,0.6905651982048455,0.5566911697387695,0.740274010553228,0.3456451892852783,0.7006666666666667,0.1461567878723144,5771,0.1206743717193603,0.004,0.1153254508972168,0.0292703042104031,0.1225695610046386,2.532451904965156,0.0110156536102294,-,15.0,88,0,[]
figure_ascendingmarkersize60_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],60,0.5588622693223477,0.425335168838501,0.6005020389544496,4.540061712265015,0.5230827066684759,0.632037878036499,0.6314378619117363,0.412952184677124,0.2686666666666666,0.1457393169403076,21938,0.1366739273071289,0.004,0.112628698348999,0.0292703042104031,0.1230480670928955,2.532451904965156,0.0106861591339111,-,15.0,234,0,[]
figure_ascendingmarkersize110_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],110,0.5191387534934495,0.4848930835723877,0.5757330646590935,0.4900667667388916,0.4547961158319724,5.148158311843872,0.591371353211571,0.4651508331298828,0.1946666666666666,0.156696081161499,31384,0.1553621292114257,0.004,0.1108264923095703,0.0292703042104031,0.1223838329315185,2.532451904965156,0.0106134414672851,-,15.0,344,0,[]
figure_ascendingmarkersize160_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],160,0.4970139281403476,0.5600306987762451,0.5627903126867564,0.5757372379302979,0.4097832360976751,0.7454252243041992,0.5712278612731718,4.796844482421875,0.1486666666666666,0.1729800701141357,37647,0.174692153930664,0.004,0.1065287590026855,0.0292703042104031,0.1189749240875244,2.532451904965156,0.0104460716247558,-,15.0,434,0,[]
figure_descendingmarkersize10_clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,clusternumber3_datanumber500_testnumbercategorylarge_repeatnumber0,1500,3,['lip_cluster' 'cluster'],10,0.4222189335869297,0.3569138050079345,0.199242873113821,0.347238540649414,0.8758348714298305,0.5595710277557373,0.3757685020667218,0.3689038753509521,0.7006666666666667,4.526589632034302,5771,0.1270802021026611,0.004,0.1208930015563964,0.0292703042104031,0.1229228973388671,2.5324519049651566,0.0166542530059814,-,15.0,78,3,"[{'category': 'group_0', 'number': 2}, {'category': 'group_2', 'number': 1}]"
